latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.627416,112.88265,8.0,28800,Asia/Singapore,GMT+8

time,precipitation_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),rain_sum (mm),soil_moisture_0_to_100cm_mean (m³/m³)
2020-06-03,0.20,31.2,24.9,16.7,0.20,0.357
2020-06-04,0.00,31.3,22.9,19.4,0.00,0.348
2020-06-05,0.00,31.6,22.9,7.4,0.00,0.343
2020-06-06,0.00,31.2,23.7,6.7,0.00,0.341
2020-06-07,0.00,31.0,24.4,11.0,0.00,0.343
2020-06-08,0.20,31.2,23.2,12.7,0.20,0.338
2020-06-09,0.00,31.4,23.5,13.1,0.00,0.333
2020-06-10,0.00,31.1,22.4,12.6,0.00,0.328
2020-06-11,0.00,31.4,22.8,11.0,0.00,0.327
2020-06-12,0.00,31.1,23.3,10.9,0.00,0.331
2020-06-13,0.00,31.2,22.0,12.2,0.00,0.326
2020-06-14,1.60,30.8,24.8,11.2,1.60,0.320
2020-06-15,0.90,31.6,24.9,11.4,0.90,0.322
2020-06-16,0.00,31.2,24.4,11.4,0.00,0.319
2020-06-17,0.00,33.2,23.1,10.8,0.00,0.315
2020-06-18,0.10,32.5,23.8,17.0,0.10,0.314
2020-06-19,0.00,33.7,23.5,8.0,0.00,0.312
2020-06-20,0.00,33.0,22.5,10.6,0.00,0.307
2020-06-21,0.00,32.8,23.0,9.1,0.00,0.303
2020-06-22,0.00,32.0,24.0,16.3,0.00,0.301
2020-06-23,0.00,32.6,23.5,19.9,0.00,0.300
2020-06-24,0.00,33.1,24.0,13.8,0.00,0.297
2020-06-25,0.00,32.4,23.9,10.4,0.00,0.293
2020-06-26,0.00,31.4,21.7,11.5,0.00,0.289
2020-06-27,0.00,31.5,21.2,14.6,0.00,0.286
2020-06-28,0.00,31.4,21.8,15.7,0.00,0.283
2020-06-29,0.00,32.5,22.6,17.7,0.00,0.280
2020-06-30,0.00,32.7,22.7,13.3,0.00,0.273
2020-07-01,0.00,33.5,22.4,15.3,0.00,0.255
2020-07-02,0.00,33.0,23.4,18.2,0.00,0.252
2020-07-03,0.00,33.5,23.3,15.6,0.00,0.252
2020-07-04,0.00,31.6,21.4,16.6,0.00,0.251
2020-07-05,0.20,32.2,22.6,19.1,0.20,0.250
2020-07-06,1.70,31.9,23.9,16.9,1.70,0.251
2020-07-07,0.70,32.1,24.1,15.3,0.70,0.257
2020-07-08,0.00,33.2,22.7,10.1,0.00,0.255
2020-07-09,0.10,32.5,24.1,12.0,0.10,0.253
2020-07-10,0.00,33.2,23.6,11.6,0.00,0.252
2020-07-11,0.00,32.4,23.5,15.1,0.00,0.252
2020-07-12,0.00,32.9,23.4,13.3,0.00,0.250
2020-07-13,0.00,32.5,23.1,15.8,0.00,0.249
2020-07-14,0.10,31.9,23.4,16.0,0.10,0.247
2020-07-15,0.50,30.9,23.8,15.1,0.50,0.246
2020-07-16,0.00,31.4,23.6,13.8,0.00,0.246
2020-07-17,0.00,31.5,23.5,15.5,0.00,0.244
2020-07-18,0.00,33.2,23.7,13.6,0.00,0.242
2020-07-19,0.00,32.4,22.5,16.1,0.00,0.240
2020-07-20,0.10,32.6,25.1,19.1,0.10,0.238
2020-07-21,0.80,31.5,25.0,20.7,0.80,0.236
2020-07-22,0.00,31.8,23.1,15.0,0.00,0.235
2020-07-23,0.00,34.2,22.7,9.5,0.00,0.234
2020-07-24,0.00,33.4,22.1,16.8,0.00,0.231
2020-07-25,0.00,33.1,21.2,10.0,0.00,0.231
2020-07-26,0.00,32.0,21.2,16.3,0.00,0.229
2020-07-27,0.00,33.2,20.8,14.4,0.00,0.226
2020-07-28,0.00,33.4,21.7,13.2,0.00,0.224
2020-07-29,0.00,32.2,21.8,15.3,0.00,0.223
2020-07-30,0.00,32.1,19.6,17.6,0.00,0.224
2020-07-31,0.10,32.5,20.8,12.1,0.10,0.224
2020-08-01,0.00,33.5,23.1,15.8,0.00,0.223
2020-08-02,0.00,32.2,21.9,17.9,0.00,0.222
2020-08-03,0.00,31.2,21.7,18.0,0.00,0.222
2020-08-04,0.30,29.5,24.1,10.6,0.30,0.222
2020-08-05,0.10,32.8,23.4,15.3,0.10,0.222
2020-08-06,0.00,33.6,23.8,13.2,0.00,0.222
2020-08-07,0.00,32.7,23.7,19.2,0.00,0.221
2020-08-08,0.00,31.5,24.0,15.9,0.00,0.220
2020-08-09,0.10,31.6,23.8,17.2,0.10,0.219
2020-08-10,0.00,32.0,23.1,16.9,0.00,0.218
2020-08-11,8.80,32.2,24.2,18.6,8.80,0.218
2020-08-12,2.80,31.9,24.5,17.1,2.80,0.219
2020-08-13,0.00,33.0,22.9,12.1,0.00,0.218
2020-08-14,0.00,32.2,24.0,18.2,0.00,0.215
2020-08-15,0.00,31.8,23.8,17.1,0.00,0.213
2020-08-16,0.00,32.2,24.3,15.5,0.00,0.211
2020-08-17,0.00,33.2,24.0,19.1,0.00,0.209
2020-08-18,0.00,34.3,23.5,15.5,0.00,0.206
2020-08-19,0.00,33.7,22.9,19.7,0.00,0.202
2020-08-20,0.30,32.0,23.4,16.2,0.30,0.198
2020-08-21,0.00,32.3,21.9,16.9,0.00,0.198
2020-08-22,0.00,33.2,21.8,19.8,0.00,0.198
2020-08-23,0.00,33.0,23.5,16.4,0.00,0.198
2020-08-24,0.00,33.6,22.4,19.6,0.00,0.201
2020-08-25,0.00,33.0,21.1,16.7,0.00,0.203
2020-08-26,0.00,35.9,22.6,13.6,0.00,0.202
2020-08-27,0.00,32.8,20.5,20.6,0.00,0.203
2020-08-28,0.00,32.6,22.9,18.9,0.00,0.202
2020-08-29,0.00,34.1,24.1,19.9,0.00,0.201
2020-08-30,0.00,32.5,23.0,24.6,0.00,0.200
2020-08-31,0.00,33.7,22.0,19.3,0.00,0.200
2020-09-01,0.00,34.0,22.6,16.2,0.00,0.199
2020-09-02,0.00,34.5,25.0,17.1,0.00,0.197
2020-09-03,0.10,33.7,24.3,19.9,0.10,0.196
2020-09-04,0.00,34.2,24.6,21.9,0.00,0.195
2020-09-05,0.00,33.7,24.1,20.2,0.00,0.196
2020-09-06,0.00,34.8,23.5,20.3,0.00,0.196
2020-09-07,0.00,34.5,23.5,23.4,0.00,0.193
2020-09-08,0.00,32.9,22.3,18.4,0.00,0.192
2020-09-09,0.00,33.2,24.0,17.3,0.00,0.190
2020-09-10,0.00,33.7,24.5,16.9,0.00,0.187
2020-09-11,0.00,35.0,23.6,17.2,0.00,0.184
2020-09-12,0.00,34.6,24.9,20.8,0.00,0.184
2020-09-13,0.00,35.3,23.9,15.9,0.00,0.184
2020-09-14,0.00,33.9,23.9,18.6,0.00,0.182
2020-09-15,0.00,34.6,23.6,18.9,0.00,0.183
2020-09-16,0.00,34.4,21.5,23.3,0.00,0.183
2020-09-17,0.00,32.6,22.6,17.9,0.00,0.182
2020-09-18,0.00,32.5,23.5,21.1,0.00,0.182
2020-09-19,0.00,33.9,23.6,20.4,0.00,0.181
2020-09-20,0.00,33.6,24.5,17.4,0.00,0.181
2020-09-21,0.10,35.5,24.8,17.4,0.10,0.182
2020-09-22,0.20,34.9,26.5,11.7,0.20,0.181
2020-09-23,0.00,34.8,25.0,24.6,0.00,0.181
2020-09-24,0.00,35.8,25.1,20.2,0.00,0.179
2020-09-25,0.00,35.6,26.2,13.4,0.00,0.178
2020-09-26,0.00,33.8,24.4,16.3,0.00,0.176
2020-09-27,0.00,36.3,24.5,14.7,0.00,0.175
2020-09-28,0.00,37.0,25.3,18.6,0.00,0.175
2020-09-29,0.00,36.0,24.2,20.2,0.00,0.173
2020-09-30,0.00,33.4,24.2,18.4,0.00,0.172
2020-10-01,0.00,34.0,25.1,20.3,0.00,0.173
2020-10-02,0.00,34.7,25.0,19.2,0.00,0.172
2020-10-03,0.10,35.0,24.5,16.6,0.10,0.173
2020-10-04,0.00,33.9,26.0,23.9,0.00,0.170
2020-10-05,0.00,35.7,26.4,19.2,0.00,0.169
2020-10-06,0.00,35.6,26.5,18.0,0.00,0.168
2020-10-07,0.00,35.8,25.1,18.2,0.00,0.166
2020-10-08,0.00,35.7,24.6,16.7,0.00,0.166
2020-10-09,0.00,34.4,24.4,18.2,0.00,0.167
2020-10-10,3.80,33.2,25.4,22.3,3.80,0.171
2020-10-11,0.50,33.0,23.6,17.1,0.50,0.182
2020-10-12,0.30,33.5,25.0,20.0,0.30,0.182
2020-10-13,0.00,33.0,23.8,21.9,0.00,0.180
2020-10-14,0.20,33.9,23.1,20.9,0.20,0.179
2020-10-15,0.30,35.2,24.6,12.4,0.30,0.179
2020-10-16,0.00,34.6,25.8,17.9,0.00,0.178
2020-10-17,0.00,33.7,25.0,18.4,0.00,0.177
2020-10-18,0.00,33.3,23.4,15.1,0.00,0.178
2020-10-19,8.20,32.1,25.5,17.7,8.20,0.180
2020-10-20,7.90,31.9,24.1,16.9,7.90,0.181
2020-10-21,12.50,33.1,24.5,15.4,12.50,0.187
2020-10-22,0.50,33.4,25.6,14.1,0.50,0.183
2020-10-23,0.10,32.8,25.7,14.3,0.10,0.179
2020-10-24,0.20,33.3,25.4,17.5,0.20,0.179
2020-10-25,1.80,33.2,25.1,18.2,1.80,0.181
2020-10-26,7.70,32.3,25.5,14.1,7.70,0.186
2020-10-27,14.00,30.8,24.6,12.1,14.00,0.190
2020-10-28,0.00,33.0,24.0,17.1,0.00,0.190
2020-10-29,0.00,33.1,24.1,14.5,0.00,0.186
2020-10-30,34.50,31.2,25.3,16.1,34.50,0.192
2020-10-31,56.40,30.4,24.8,10.3,56.40,0.204
2020-11-01,29.00,29.8,24.2,7.9,29.00,0.244
2020-11-02,19.90,29.8,24.7,15.5,19.90,0.251
2020-11-03,14.20,31.0,24.6,12.2,14.20,0.262
2020-11-04,0.00,32.4,24.0,12.7,0.00,0.257
2020-11-05,0.40,32.6,25.0,13.5,0.40,0.253
2020-11-06,0.00,33.0,23.8,15.8,0.00,0.248
2020-11-07,0.00,32.8,24.1,13.0,0.00,0.243
2020-11-08,0.00,32.7,24.4,11.5,0.00,0.237
2020-11-09,0.00,33.2,23.1,14.3,0.00,0.232
2020-11-10,0.50,35.0,24.5,15.1,0.50,0.228
2020-11-11,0.00,34.2,24.7,23.9,0.00,0.223
2020-11-12,0.40,33.1,26.2,16.7,0.40,0.219
2020-11-13,0.20,33.5,25.1,15.1,0.20,0.216
2020-11-14,0.00,33.5,25.0,17.7,0.00,0.212
2020-11-15,0.60,33.6,25.8,15.9,0.60,0.207
2020-11-16,0.00,34.8,25.2,25.2,0.00,0.204
2020-11-17,0.00,35.5,25.0,21.2,0.00,0.201
2020-11-18,0.00,34.0,25.5,17.3,0.00,0.197
2020-11-19,7.70,33.7,25.1,17.3,7.70,0.195
2020-11-20,10.80,31.8,25.0,13.9,10.80,0.203
2020-11-21,6.80,32.8,24.9,14.7,6.80,0.206
2020-11-22,13.60,32.0,25.5,10.7,13.60,0.212
2020-11-23,12.40,31.9,25.2,13.0,12.40,0.213
2020-11-24,0.20,32.5,25.2,7.6,0.20,0.212
2020-11-25,20.60,32.7,25.1,13.3,20.60,0.230
2020-11-26,19.20,31.4,25.5,11.7,19.20,0.240
2020-11-27,4.40,30.6,25.4,9.4,4.40,0.247
2020-11-28,14.20,31.0,25.5,9.8,14.20,0.252
2020-11-29,22.30,28.3,24.8,7.3,22.30,0.271
2020-11-30,32.90,27.0,24.5,9.4,32.90,0.288
2020-12-01,0.20,30.8,24.3,11.5,0.20,0.289
2020-12-02,11.00,30.2,24.5,8.2,11.00,0.296
2020-12-03,7.20,30.1,25.2,10.3,7.20,0.303
2020-12-04,13.50,30.1,25.1,9.0,13.50,0.310
2020-12-05,14.70,30.0,24.6,8.7,14.70,0.314
2020-12-06,13.60,29.6,24.4,18.1,13.60,0.327
2020-12-07,10.70,29.9,24.9,23.2,10.70,0.333
2020-12-08,3.80,31.4,24.5,27.2,3.80,0.338
2020-12-09,5.80,29.0,25.1,19.2,5.80,0.338
2020-12-10,1.20,31.1,25.4,26.1,1.20,0.340
2020-12-11,3.20,31.4,25.8,23.0,3.20,0.340
2020-12-12,22.50,28.8,24.7,8.7,22.50,0.352
2020-12-13,25.20,29.5,24.2,8.4,25.20,0.363
2020-12-14,5.90,28.9,24.2,10.2,5.90,0.366
2020-12-15,12.40,27.8,24.2,8.4,12.40,0.367
2020-12-16,12.90,28.3,24.2,7.0,12.90,0.378
2020-12-17,16.00,30.2,24.2,10.4,16.00,0.380
2020-12-18,3.20,30.1,24.0,14.7,3.20,0.371
2020-12-19,6.00,30.0,23.5,5.8,6.00,0.373
2020-12-20,5.60,31.6,24.2,7.9,5.60,0.374
2020-12-21,0.00,31.1,23.6,10.7,0.00,0.376
2020-12-22,0.80,31.5,24.2,10.6,0.80,0.369
2020-12-23,0.50,31.5,25.2,10.8,0.50,0.365
2020-12-24,2.30,31.6,24.1,8.4,2.30,0.362
2020-12-25,4.60,31.0,24.1,9.5,4.60,0.358
2020-12-26,16.30,30.5,25.0,10.8,16.30,0.367
2020-12-27,4.50,30.5,24.6,7.4,4.50,0.380
2020-12-28,14.50,30.9,25.0,17.0,14.50,0.372
2020-12-29,25.00,29.9,24.6,16.4,25.00,0.377
2020-12-30,40.00,29.8,24.5,10.1,40.00,0.382
2020-12-31,15.00,29.5,23.8,8.9,15.00,0.394
2021-01-01,13.70,30.1,24.5,8.2,13.70,0.398
2021-01-02,9.30,29.2,24.8,6.7,9.30,0.398
2021-01-03,6.00,30.5,24.3,9.3,6.00,0.397
2021-01-04,3.90,29.0,24.8,8.7,3.90,0.400
2021-01-05,16.70,30.1,24.4,12.3,16.70,0.402
2021-01-06,18.20,30.2,24.5,11.2,18.20,0.407
2021-01-07,5.80,28.8,24.5,10.2,5.80,0.403
2021-01-08,2.60,27.7,24.5,9.9,2.60,0.399
2021-01-09,10.00,30.1,24.2,8.3,10.00,0.397
2021-01-10,30.70,29.2,24.8,10.2,30.70,0.410
2021-01-11,30.60,29.6,24.5,14.1,30.60,0.418
2021-01-12,7.20,30.1,24.6,8.0,7.20,0.419
2021-01-13,4.80,30.5,24.8,13.9,4.80,0.414
2021-01-14,25.00,29.6,24.7,8.9,25.00,0.417
2021-01-15,7.30,29.6,24.2,10.3,7.30,0.416
2021-01-16,6.40,27.5,24.7,9.4,6.40,0.417
2021-01-17,7.60,29.7,24.0,13.0,7.60,0.412
2021-01-18,22.20,29.6,24.3,19.1,22.20,0.419
2021-01-19,12.30,29.8,24.2,22.7,12.30,0.423
2021-01-20,2.30,29.9,24.1,9.2,2.30,0.418
2021-01-21,1.10,30.4,24.2,9.0,1.10,0.410
2021-01-22,9.60,30.5,23.8,9.8,9.60,0.405
2021-01-23,0.00,30.4,24.2,8.9,0.00,0.398
2021-01-24,18.70,30.4,24.9,14.4,18.70,0.396
2021-01-25,3.10,28.2,23.9,11.6,3.10,0.407
2021-01-26,3.90,30.3,22.6,14.2,3.90,0.406
2021-01-27,3.20,29.0,24.2,15.6,3.20,0.403
2021-01-28,31.20,30.2,24.1,19.6,31.20,0.407
2021-01-29,3.40,29.2,24.7,29.1,3.40,0.407
2021-01-30,5.00,28.2,24.2,30.6,5.00,0.406
2021-01-31,2.30,29.2,23.9,20.0,2.30,0.403
2021-02-01,10.50,31.4,24.1,23.1,10.50,0.401
2021-02-02,1.60,31.0,25.3,27.0,1.60,0.395
2021-02-03,5.10,31.0,24.5,25.6,5.10,0.393
2021-02-04,3.90,30.1,24.2,25.8,3.90,0.391
2021-02-05,1.50,29.8,26.0,27.1,1.50,0.387
2021-02-06,5.50,29.9,25.5,23.4,5.50,0.385
2021-02-07,3.40,31.1,26.2,24.4,3.40,0.381
2021-02-08,1.60,30.6,25.8,27.0,1.60,0.379
2021-02-09,1.30,30.8,25.8,20.2,1.30,0.377
2021-02-10,6.00,29.0,24.2,9.1,6.00,0.377
2021-02-11,9.20,30.0,24.4,12.3,9.20,0.391
2021-02-12,3.70,30.5,24.2,12.3,3.70,0.394
2021-02-13,5.50,30.5,24.1,11.3,5.50,0.394
2021-02-14,15.30,30.2,23.5,14.2,15.30,0.395
2021-02-15,3.60,30.8,23.6,19.9,3.60,0.395
2021-02-16,9.00,31.0,24.1,10.5,9.00,0.397
2021-02-17,4.90,30.5,24.2,16.7,4.90,0.397
2021-02-18,18.00,32.1,22.8,11.5,18.00,0.396
2021-02-19,17.90,29.9,24.4,22.4,17.90,0.405
2021-02-20,7.90,30.4,24.3,20.2,7.90,0.409
2021-02-21,1.90,31.0,24.2,5.7,1.90,0.414
2021-02-22,0.80,30.2,24.2,8.3,0.80,0.410
2021-02-23,3.00,30.6,24.3,18.2,3.00,0.405
2021-02-24,3.10,30.3,24.4,26.5,3.10,0.405
2021-02-25,11.40,29.2,24.6,20.5,11.40,0.408
2021-02-26,4.50,31.6,23.7,21.1,4.50,0.407
2021-02-27,7.10,29.8,23.8,9.8,7.10,0.405
2021-02-28,2.10,29.7,24.1,12.6,2.10,0.404
2021-03-01,0.60,29.9,23.0,9.2,0.60,0.402
2021-03-02,3.60,30.8,24.6,13.2,3.60,0.400
2021-03-03,13.30,30.9,24.2,14.0,13.30,0.404
2021-03-04,0.80,29.9,23.5,8.4,0.80,0.405
2021-03-05,0.60,29.3,24.4,7.2,0.60,0.400
2021-03-06,14.30,28.4,24.6,10.2,14.30,0.400
2021-03-07,15.50,28.5,24.1,12.3,15.50,0.401
2021-03-08,8.90,29.8,24.0,10.6,8.90,0.405
2021-03-09,13.00,29.1,24.0,10.2,13.00,0.405
2021-03-10,15.90,29.4,24.6,10.7,15.90,0.407
2021-03-11,26.40,30.1,24.3,9.3,26.40,0.407
2021-03-12,1.00,30.2,24.2,6.4,1.00,0.407
2021-03-13,4.10,30.2,23.9,7.3,4.10,0.403
2021-03-14,2.10,30.2,24.1,6.5,2.10,0.399
2021-03-15,7.00,30.2,24.1,7.4,7.00,0.403
2021-03-16,4.00,30.4,23.7,8.0,4.00,0.401
2021-03-17,2.10,31.2,23.5,11.9,2.10,0.398
2021-03-18,5.60,31.5,24.0,12.9,5.60,0.396
2021-03-19,3.90,32.5,24.1,9.9,3.90,0.385
2021-03-20,28.00,30.1,25.0,13.0,28.00,0.384
2021-03-21,0.80,30.8,24.0,10.5,0.80,0.382
2021-03-22,0.90,30.4,25.0,9.8,0.90,0.379
2021-03-23,3.30,30.5,25.0,8.0,3.30,0.373
2021-03-24,2.20,30.6,24.9,8.7,2.20,0.373
2021-03-25,6.90,31.0,25.1,9.7,6.90,0.364
2021-03-26,4.20,31.1,25.0,10.7,4.20,0.363
2021-03-27,11.90,30.9,25.0,7.6,11.90,0.357
2021-03-28,1.20,31.3,24.9,12.3,1.20,0.361
2021-03-29,0.40,31.4,24.7,8.2,0.40,0.359
2021-03-30,15.70,29.1,25.8,5.1,15.70,0.361
2021-03-31,10.60,31.2,24.8,9.4,10.60,0.364
2021-04-01,22.80,31.0,25.1,7.9,22.80,0.369
2021-04-02,10.80,30.9,24.8,13.8,10.80,0.378
2021-04-03,3.30,32.2,24.2,10.2,3.30,0.375
2021-04-04,6.00,30.6,24.0,12.0,6.00,0.376
2021-04-05,4.90,31.9,24.6,6.9,4.90,0.375
2021-04-06,10.60,31.0,25.5,17.2,10.60,0.372
2021-04-07,2.10,29.7,25.0,18.4,2.10,0.377
2021-04-08,3.50,30.9,24.9,15.3,3.50,0.378
2021-04-09,8.60,31.3,24.5,10.2,8.60,0.379
2021-04-10,1.40,30.9,24.9,8.2,1.40,0.381
2021-04-11,0.70,31.6,24.5,8.9,0.70,0.372
2021-04-12,3.30,31.1,24.2,7.4,3.30,0.365
2021-04-13,0.40,31.0,23.6,8.5,0.40,0.359
2021-04-14,1.00,30.9,24.0,8.0,1.00,0.358
2021-04-15,0.40,31.2,23.4,9.2,0.40,0.361
2021-04-16,0.00,31.5,23.7,8.7,0.00,0.364
2021-04-17,0.00,31.6,24.1,12.0,0.00,0.355
2021-04-18,12.80,31.7,24.5,11.2,12.80,0.354
2021-04-19,0.00,32.2,24.2,10.0,0.00,0.354
2021-04-20,0.00,31.8,22.8,10.6,0.00,0.355
2021-04-21,0.00,31.9,21.0,11.7,0.00,0.352
2021-04-22,0.00,31.8,23.1,10.6,0.00,0.351
2021-04-23,0.10,31.1,22.5,11.2,0.10,0.348
2021-04-24,0.00,31.5,22.6,13.6,0.00,0.343
2021-04-25,0.00,31.7,24.0,12.9,0.00,0.339
2021-04-26,0.00,32.3,22.5,13.3,0.00,0.339
2021-04-27,0.00,32.2,23.5,15.4,0.00,0.336
2021-04-28,7.80,31.8,24.6,13.4,7.80,0.328
2021-04-29,0.00,31.5,24.0,13.3,0.00,0.324
2021-04-30,0.60,31.9,25.0,13.3,0.60,0.318
2021-05-01,0.10,32.2,24.8,14.3,0.10,0.318
2021-05-02,5.30,31.2,25.6,14.2,5.30,0.318
2021-05-03,0.10,31.8,24.5,13.6,0.10,0.311
2021-05-04,1.40,32.0,24.9,14.1,1.40,0.306
2021-05-05,0.00,32.6,24.5,12.5,0.00,0.302
2021-05-06,0.70,32.5,24.3,11.0,0.70,0.297
2021-05-07,2.80,31.3,25.4,12.3,2.80,0.301
2021-05-08,1.30,32.2,24.4,11.2,1.30,0.303
2021-05-09,0.00,32.6,22.5,15.6,0.00,0.296
2021-05-10,0.00,31.9,24.0,13.0,0.00,0.292
2021-05-11,0.00,32.4,23.8,11.6,0.00,0.287
2021-05-12,0.00,33.8,25.2,18.5,0.00,0.270
2021-05-13,0.00,32.2,23.0,15.5,0.00,0.270
2021-05-14,0.00,33.0,23.7,14.6,0.00,0.269
2021-05-15,0.30,32.5,24.6,15.0,0.30,0.269
2021-05-16,0.00,32.8,23.9,17.2,0.00,0.266
2021-05-17,0.00,32.0,22.2,14.5,0.00,0.263
2021-05-18,0.00,32.8,23.5,15.9,0.00,0.262
2021-05-19,6.80,32.1,24.5,16.1,6.80,0.261
2021-05-20,0.50,32.3,24.5,13.1,0.50,0.263
2021-05-21,0.00,32.2,24.9,11.5,0.00,0.262
2021-05-22,0.60,32.3,24.5,12.9,0.60,0.261
2021-05-23,1.00,31.6,25.0,13.0,1.00,0.258
2021-05-24,0.30,32.0,25.2,14.0,0.30,0.259
2021-05-25,0.00,32.3,26.1,13.5,0.00,0.260
2021-05-26,0.30,32.3,24.0,16.2,0.30,0.256
2021-05-27,2.20,32.3,24.9,15.5,2.20,0.253
2021-05-28,2.80,31.9,24.4,16.8,2.80,0.248
2021-05-29,3.50,32.8,24.7,15.5,3.50,0.245
2021-05-30,3.20,31.2,24.9,10.2,3.20,0.248
2021-05-31,8.90,31.2,25.2,11.5,8.90,0.252
2021-06-01,0.10,32.5,25.0,10.6,0.10,0.249
2021-06-02,0.00,31.9,25.8,13.7,0.00,0.243
2021-06-03,0.40,32.5,25.0,15.3,0.40,0.240
2021-06-04,0.50,32.2,25.0,14.5,0.50,0.238
2021-06-05,0.70,32.2,23.9,12.5,0.70,0.236
2021-06-06,0.00,32.1,25.5,11.9,0.00,0.234
2021-06-07,1.00,32.3,24.5,13.5,1.00,0.236
2021-06-08,0.00,32.3,24.5,12.7,0.00,0.235
2021-06-09,0.10,32.1,24.7,14.2,0.10,0.235
2021-06-10,0.50,32.3,24.8,14.0,0.50,0.232
2021-06-11,3.90,32.3,24.6,13.0,3.90,0.230
2021-06-12,1.70,31.9,23.6,13.9,1.70,0.229
2021-06-13,0.10,32.0,25.6,13.9,0.10,0.226
2021-06-14,1.70,31.5,25.0,14.1,1.70,0.223
2021-06-15,17.70,31.6,24.7,16.7,17.70,0.226
2021-06-16,4.90,31.4,24.4,15.8,4.90,0.229
2021-06-17,8.30,31.0,24.5,7.8,8.30,0.240
2021-06-18,13.30,31.1,25.0,10.6,13.30,0.241
2021-06-19,13.60,30.5,24.3,10.5,13.60,0.242
2021-06-20,8.90,30.7,24.0,10.9,8.90,0.241
2021-06-21,21.90,29.5,24.2,9.5,21.90,0.256
2021-06-22,1.30,31.5,23.8,12.7,1.30,0.262
2021-06-23,11.70,30.5,22.9,12.5,11.70,0.265
2021-06-24,25.10,29.7,24.5,12.5,25.10,0.272
2021-06-25,8.10,30.0,23.6,13.4,8.10,0.280
2021-06-26,0.20,31.4,23.6,13.7,0.20,0.278
2021-06-27,0.00,31.4,24.1,11.9,0.00,0.272
2021-06-28,17.80,29.4,24.7,7.7,17.80,0.277
2021-06-29,0.50,31.4,23.8,14.0,0.50,0.276
2021-06-30,0.10,31.6,24.0,13.4,0.10,0.272
2021-07-01,0.00,31.6,23.4,13.0,0.00,0.273
2021-07-02,0.00,31.2,24.1,13.4,0.00,0.274
2021-07-03,0.00,31.5,23.4,16.1,0.00,0.270
2021-07-04,0.00,32.4,22.3,12.2,0.00,0.268
2021-07-05,0.00,33.5,22.1,10.9,0.00,0.265
2021-07-06,0.00,31.5,21.8,20.0,0.00,0.260
2021-07-07,0.00,31.8,20.5,16.5,0.00,0.259
2021-07-08,0.20,29.1,23.4,10.9,0.20,0.256
2021-07-09,13.50,30.8,23.9,14.8,13.50,0.255
2021-07-10,12.70,30.2,24.5,13.4,12.70,0.265
2021-07-11,0.00,31.9,23.5,17.4,0.00,0.262
2021-07-12,0.10,31.2,24.0,13.8,0.10,0.260
2021-07-13,0.00,32.8,21.8,10.0,0.00,0.259
2021-07-14,0.00,33.3,22.8,15.2,0.00,0.255
2021-07-15,0.00,33.1,22.4,10.9,0.00,0.252
2021-07-16,0.00,31.0,22.5,16.3,0.00,0.250
2021-07-17,0.00,31.2,21.4,15.9,0.00,0.252
2021-07-18,0.00,33.7,24.0,19.8,0.00,0.251
2021-07-19,0.00,32.0,22.8,16.1,0.00,0.250
2021-07-20,0.00,31.5,22.9,16.7,0.00,0.248
2021-07-21,0.00,32.2,22.8,16.0,0.00,0.247
2021-07-22,0.00,31.9,23.7,14.3,0.00,0.248
2021-07-23,0.00,32.3,23.8,17.7,0.00,0.246
2021-07-24,0.00,32.8,22.1,16.3,0.00,0.243
2021-07-25,0.00,34.8,20.3,19.7,0.00,0.242
2021-07-26,0.00,31.2,20.2,16.4,0.00,0.243
2021-07-27,0.00,31.3,18.6,12.8,0.00,0.240
2021-07-28,0.00,32.0,21.0,17.6,0.00,0.239
2021-07-29,0.00,31.8,22.2,17.9,0.00,0.238
2021-07-30,0.00,31.8,22.6,13.2,0.00,0.237
2021-07-31,0.00,33.7,24.1,18.9,0.00,0.236
2021-08-01,0.00,33.4,22.5,15.0,0.00,0.235
2021-08-02,0.00,33.5,23.4,14.8,0.00,0.233
2021-08-03,0.00,33.3,23.9,20.3,0.00,0.233
2021-08-04,0.00,32.2,23.4,17.4,0.00,0.230
2021-08-05,0.00,31.9,22.5,16.2,0.00,0.228
2021-08-06,0.10,32.5,23.5,20.5,0.10,0.227
2021-08-07,1.60,31.8,24.3,18.4,1.60,0.227
2021-08-08,0.40,32.2,24.2,16.3,0.40,0.227
2021-08-09,3.80,31.8,24.4,16.4,3.80,0.228
2021-08-10,0.20,33.3,23.5,13.8,0.20,0.227
2021-08-11,0.00,34.2,21.0,18.4,0.00,0.224
2021-08-12,0.00,34.3,22.9,15.0,0.00,0.224
2021-08-13,0.00,33.1,24.3,17.4,0.00,0.223
2021-08-14,0.00,33.0,24.6,22.0,0.00,0.221
2021-08-15,0.00,32.5,23.4,17.7,0.00,0.218
2021-08-16,0.00,32.6,23.5,22.2,0.00,0.218
2021-08-17,0.00,32.8,23.4,17.7,0.00,0.216
2021-08-18,2.60,32.3,23.6,15.0,2.60,0.213
2021-08-19,0.00,34.3,25.1,11.8,0.00,0.209
2021-08-20,0.00,33.0,23.8,18.2,0.00,0.208
2021-08-21,0.10,33.7,23.5,13.0,0.10,0.207
2021-08-22,0.00,33.8,24.9,20.7,0.00,0.206
