location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,-1.2302285,116.85083,89.0,28800,Asia/Singapore,GMT+8
1,-0.52724075,117.1339,20.0,28800,Asia/Singapore,GMT+8

location_id,time,precipitation_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),rain_sum (mm),soil_moisture_0_to_100cm_mean (m³/m³)
0,2020-10-31,11.70,27.7,23.8,11.9,11.70,0.376
0,2020-11-01,11.10,28.8,23.6,13.1,11.10,0.387
0,2020-11-02,8.80,29.0,24.2,14.0,8.80,0.392
0,2020-11-03,0.40,29.6,25.1,10.3,0.40,0.383
0,2020-11-04,0.10,30.2,24.6,13.0,0.10,0.378
0,2020-11-05,12.90,30.5,25.1,9.7,12.90,0.376
0,2020-11-06,7.60,27.4,24.4,9.0,7.60,0.379
0,2020-11-07,0.70,30.7,24.5,13.8,0.70,0.375
0,2020-11-08,4.00,29.9,24.3,9.8,4.00,0.371
0,2020-11-09,0.20,30.4,25.4,15.6,0.20,0.363
0,2020-11-10,0.70,30.1,26.0,14.5,0.70,0.360
0,2020-11-11,2.70,30.6,25.6,7.9,2.70,0.356
0,2020-11-12,0.30,31.9,25.4,13.6,0.30,0.354
0,2020-11-13,3.20,30.8,25.4,11.3,3.20,0.351
0,2020-11-14,7.50,29.2,25.3,11.3,7.50,0.350
0,2020-11-15,14.00,29.6,24.4,12.0,14.00,0.359
0,2020-11-16,2.00,30.0,24.9,10.3,2.00,0.365
0,2020-11-17,5.20,29.5,25.1,9.2,5.20,0.373
0,2020-11-18,5.80,30.5,24.9,9.8,5.80,0.371
0,2020-11-19,13.40,29.0,24.8,9.2,13.40,0.373
0,2020-11-20,12.00,29.2,24.5,9.1,12.00,0.379
0,2020-11-21,19.50,28.6,24.1,7.8,19.50,0.386
0,2020-11-22,25.00,28.7,24.0,7.8,25.00,0.396
0,2020-11-23,12.50,29.5,23.7,8.2,12.50,0.400
0,2020-11-24,18.00,28.7,23.9,11.3,18.00,0.404
0,2020-11-25,2.70,29.8,23.6,9.3,2.70,0.407
0,2020-11-26,11.60,28.6,24.1,11.6,11.60,0.412
0,2020-11-27,86.90,25.8,24.1,6.9,86.90,0.422
0,2020-11-28,8.00,29.7,24.0,7.4,8.00,0.424
0,2020-11-29,15.80,29.3,23.5,9.4,15.80,0.423
0,2020-11-30,2.90,27.0,24.1,7.2,2.90,0.424
0,2020-12-01,13.50,30.0,24.2,9.6,13.50,0.419
0,2020-12-02,19.80,30.0,23.6,11.9,19.80,0.424
0,2020-12-03,17.70,30.0,24.3,10.5,17.70,0.422
0,2020-12-04,13.00,28.5,24.6,13.1,13.00,0.424
0,2020-12-05,3.00,30.0,24.6,10.7,3.00,0.418
0,2020-12-06,7.60,29.6,25.1,9.5,7.60,0.416
0,2020-12-07,8.80,29.5,24.7,7.4,8.80,0.418
0,2020-12-08,13.40,30.0,24.5,9.7,13.40,0.416
0,2020-12-09,4.00,31.4,24.4,8.3,4.00,0.416
0,2020-12-10,13.80,29.6,24.1,11.7,13.80,0.415
0,2020-12-11,19.20,30.8,24.8,10.2,19.20,0.411
0,2020-12-12,17.00,29.0,24.1,8.0,17.00,0.418
0,2020-12-13,0.40,29.2,24.6,10.2,0.40,0.417
0,2020-12-14,0.50,30.1,25.4,9.8,0.50,0.410
0,2020-12-15,17.30,28.5,25.3,10.8,17.30,0.406
0,2020-12-16,9.10,30.2,24.3,10.6,9.10,0.407
0,2020-12-17,8.60,29.6,24.0,9.6,8.60,0.414
0,2020-12-18,3.20,28.9,24.6,13.9,3.20,0.420
0,2020-12-19,0.90,28.5,25.2,17.1,0.90,0.418
0,2020-12-20,0.40,30.2,24.9,13.3,0.40,0.412
0,2020-12-21,0.90,30.3,25.8,14.0,0.90,0.408
0,2020-12-22,11.20,28.7,24.6,12.1,11.20,0.402
0,2020-12-23,24.10,29.5,25.0,8.7,24.10,0.392
0,2020-12-24,10.70,28.5,24.0,10.8,10.70,0.397
0,2020-12-25,13.80,29.5,23.6,9.5,13.80,0.400
0,2020-12-26,14.90,26.9,24.0,7.2,14.90,0.408
0,2020-12-27,6.90,30.0,24.6,10.9,6.90,0.410
0,2020-12-28,8.50,29.4,24.2,10.3,8.50,0.410
0,2020-12-29,12.60,29.3,25.1,9.1,12.60,0.409
0,2020-12-30,5.00,29.5,24.6,7.9,5.00,0.413
0,2020-12-31,7.70,29.5,24.0,9.7,7.70,0.415
0,2021-01-01,11.90,30.0,23.9,11.3,11.90,0.416
0,2021-01-02,7.10,29.0,23.6,9.3,7.10,0.418
0,2021-01-03,15.90,30.0,24.0,10.3,15.90,0.419
0,2021-01-04,30.20,29.6,24.6,7.9,30.20,0.420
0,2021-01-05,15.70,28.5,23.5,10.6,15.70,0.427
0,2021-01-06,0.80,29.2,24.2,10.7,0.80,0.423
0,2021-01-07,13.80,29.3,24.5,8.9,13.80,0.419
0,2021-01-08,4.50,28.9,24.6,8.7,4.50,0.418
0,2021-01-09,10.80,29.7,24.5,7.6,10.80,0.412
0,2021-01-10,20.40,30.4,24.1,8.0,20.40,0.416
0,2021-01-11,14.80,29.5,24.1,17.7,14.80,0.417
0,2021-01-12,5.40,28.6,24.5,11.7,5.40,0.419
0,2021-01-13,28.50,28.7,24.3,8.5,28.50,0.421
0,2021-01-14,15.00,28.2,24.1,15.1,15.00,0.427
0,2021-01-15,7.40,26.8,23.6,12.0,7.40,0.427
0,2021-01-16,0.20,30.9,23.8,14.6,0.20,0.422
0,2021-01-17,1.40,27.2,24.7,8.5,1.40,0.416
0,2021-01-18,0.20,29.5,24.5,13.8,0.20,0.411
0,2021-01-19,1.70,29.2,25.5,14.5,1.70,0.405
0,2021-01-20,0.60,29.9,25.4,10.7,0.60,0.399
0,2021-01-21,16.00,29.2,25.1,9.3,16.00,0.399
0,2021-01-22,11.70,28.9,23.6,8.3,11.70,0.404
0,2021-01-23,7.70,29.6,24.3,6.6,7.70,0.402
0,2021-01-24,8.10,29.2,24.1,10.4,8.10,0.389
0,2021-01-25,11.60,29.5,24.5,8.8,11.60,0.388
0,2021-01-26,9.00,29.2,23.4,9.0,9.00,0.384
0,2021-01-27,29.10,29.9,23.6,9.9,29.10,0.394
0,2021-01-28,14.70,29.1,23.5,7.8,14.70,0.398
0,2021-01-29,21.20,28.8,23.8,9.4,21.20,0.406
0,2021-01-30,5.20,29.0,24.3,11.8,5.20,0.405
0,2021-01-31,5.50,30.0,24.1,11.4,5.50,0.402
0,2021-02-01,5.00,28.0,24.0,6.8,5.00,0.401
0,2021-02-02,5.50,29.6,24.0,9.5,5.50,0.393
0,2021-02-03,37.30,29.2,24.5,13.9,37.30,0.395
0,2021-02-04,12.10,29.5,23.8,8.7,12.10,0.403
0,2021-02-05,12.90,29.5,24.6,8.9,12.90,0.405
0,2021-02-06,19.70,29.4,24.0,7.4,19.70,0.410
0,2021-02-07,10.50,29.6,24.0,9.6,10.50,0.411
0,2021-02-08,11.00,29.0,24.2,9.6,11.00,0.416
0,2021-02-09,3.90,29.3,24.1,9.8,3.90,0.413
0,2021-02-10,3.40,29.1,24.6,9.5,3.40,0.411
0,2021-02-11,7.60,29.1,25.0,6.9,7.60,0.409
0,2021-02-12,27.50,29.0,23.2,10.5,27.50,0.414
0,2021-02-13,25.20,28.0,24.1,13.0,25.20,0.415
0,2021-02-14,5.40,27.2,24.2,10.2,5.40,0.420
0,2021-02-15,10.10,29.4,24.1,9.7,10.10,0.417
0,2021-02-16,13.00,29.4,23.9,8.4,13.00,0.413
0,2021-02-17,16.90,28.9,24.0,8.8,16.90,0.416
0,2021-02-18,17.70,26.5,23.4,12.9,17.70,0.420
0,2021-02-19,4.40,29.8,23.8,12.6,4.40,0.420
0,2021-02-20,9.70,29.0,23.6,10.4,9.70,0.417
0,2021-02-21,7.00,28.2,24.5,10.5,7.00,0.412
0,2021-02-22,37.50,29.0,23.1,10.0,37.50,0.417
0,2021-02-23,10.20,29.0,23.5,10.9,10.20,0.418
0,2021-02-24,4.20,30.6,24.0,11.9,4.20,0.420
0,2021-02-25,3.80,30.0,24.5,9.1,3.80,0.416
0,2021-02-26,1.90,29.2,25.2,13.0,1.90,0.406
0,2021-02-27,5.90,29.5,25.5,11.4,5.90,0.408
0,2021-02-28,3.20,29.2,24.5,13.0,3.20,0.409
0,2021-03-01,2.90,29.8,25.5,9.5,2.90,0.408
0,2021-03-02,1.90,31.4,24.9,11.6,1.90,0.407
0,2021-03-03,11.10,30.5,24.4,11.7,11.10,0.405
0,2021-03-04,12.30,27.0,23.7,8.8,12.30,0.417
0,2021-03-05,8.60,29.5,24.1,10.0,8.60,0.416
0,2021-03-06,10.70,30.1,24.5,11.9,10.70,0.416
0,2021-03-07,2.00,31.4,24.2,13.7,2.00,0.411
0,2021-03-08,9.10,28.7,24.1,9.5,9.10,0.409
0,2021-03-09,37.70,27.5,23.4,8.4,37.70,0.417
0,2021-03-10,9.80,28.6,23.8,8.0,9.80,0.424
0,2021-03-11,0.40,30.1,24.0,9.5,0.40,0.419
0,2021-03-12,0.80,30.0,24.7,11.9,0.80,0.411
0,2021-03-13,8.50,29.6,25.1,11.5,8.50,0.404
0,2021-03-14,7.50,28.5,24.9,8.7,7.50,0.407
0,2021-03-15,0.30,29.8,24.4,11.3,0.30,0.403
0,2021-03-16,17.90,29.7,24.5,9.6,17.90,0.413
0,2021-03-17,9.20,31.5,24.8,11.1,9.20,0.413
0,2021-03-18,9.90,28.1,23.8,11.7,9.90,0.415
0,2021-03-19,11.60,29.9,24.9,10.2,11.60,0.414
0,2021-03-20,23.90,28.5,24.0,10.1,23.90,0.421
0,2021-03-21,6.40,30.9,24.5,10.8,6.40,0.421
0,2021-03-22,14.90,29.1,24.2,9.8,14.90,0.427
0,2021-03-23,24.10,27.0,24.0,6.9,24.10,0.429
0,2021-03-24,6.30,30.2,24.2,11.2,6.30,0.425
0,2021-03-25,11.90,28.5,24.6,8.8,11.90,0.423
0,2021-03-26,4.10,28.2,24.8,9.6,4.10,0.420
0,2021-03-27,11.00,29.0,24.2,10.2,11.00,0.419
0,2021-03-28,16.40,29.0,24.6,8.8,16.40,0.416
0,2021-03-29,5.10,29.4,24.5,8.1,5.10,0.416
0,2021-03-30,5.60,28.9,24.8,11.9,5.60,0.416
0,2021-03-31,7.40,29.3,24.5,8.6,7.40,0.417
0,2021-04-01,13.50,29.4,24.6,9.7,13.50,0.416
0,2021-04-02,1.40,28.4,24.5,9.4,1.40,0.414
0,2021-04-03,5.90,30.5,24.6,8.5,5.90,0.407
0,2021-04-04,8.40,29.6,24.6,10.0,8.40,0.406
0,2021-04-05,11.40,30.3,24.9,10.6,11.40,0.403
0,2021-04-06,8.80,29.6,24.0,10.8,8.80,0.415
0,2021-04-07,7.20,29.5,24.5,8.1,7.20,0.415
0,2021-04-08,7.50,29.5,24.1,10.1,7.50,0.414
0,2021-04-09,11.40,29.0,24.0,9.8,11.40,0.415
0,2021-04-10,2.60,29.8,25.0,10.3,2.60,0.412
0,2021-04-11,2.00,29.0,24.1,14.0,2.00,0.406
0,2021-04-12,0.10,30.0,24.9,12.2,0.10,0.401
0,2021-04-13,9.70,29.3,23.8,7.2,9.70,0.397
0,2021-04-14,4.10,28.0,25.0,9.4,4.10,0.399
0,2021-04-15,9.60,27.9,24.4,8.1,9.60,0.399
0,2021-04-16,4.90,29.3,24.5,13.7,4.90,0.400
0,2021-04-17,1.00,29.0,24.6,8.6,1.00,0.400
0,2021-04-18,7.80,30.1,25.5,11.7,7.80,0.401
0,2021-04-19,1.50,29.4,25.5,13.1,1.50,0.395
0,2021-04-20,2.30,30.0,25.4,13.0,2.30,0.384
0,2021-04-21,5.70,29.4,24.7,15.2,5.70,0.375
0,2021-04-22,7.60,29.2,25.2,13.1,7.60,0.373
0,2021-04-23,6.60,29.8,24.9,15.2,6.60,0.367
0,2021-04-24,0.30,30.0,25.1,11.5,0.30,0.362
0,2021-04-25,9.10,30.1,25.5,7.8,9.10,0.362
0,2021-04-26,4.20,29.5,25.4,12.0,4.20,0.358
0,2021-04-27,9.90,28.2,24.8,10.2,9.90,0.363
0,2021-04-28,14.50,28.6,24.2,8.4,14.50,0.367
0,2021-04-29,0.50,30.1,24.4,11.4,0.50,0.368
0,2021-04-30,7.60,30.4,25.1,10.6,7.60,0.370
0,2021-05-01,7.90,28.6,24.1,8.0,7.90,0.370
0,2021-05-02,1.10,30.4,24.8,11.2,1.10,0.367
0,2021-05-03,4.70,29.0,24.9,9.8,4.70,0.364
0,2021-05-04,4.60,29.2,25.3,11.8,4.60,0.362
0,2021-05-05,6.30,29.5,24.7,8.1,6.30,0.362
0,2021-05-06,24.80,29.5,25.0,9.0,24.80,0.374
0,2021-05-07,10.10,29.1,24.0,7.3,10.10,0.385
0,2021-05-08,1.40,29.2,25.0,6.4,1.40,0.390
0,2021-05-09,9.80,28.8,25.2,9.4,9.80,0.391
0,2021-05-10,2.50,29.5,24.5,9.3,2.50,0.392
0,2021-05-11,1.80,29.4,25.5,10.7,1.80,0.394
0,2021-05-12,6.00,30.5,25.5,6.5,6.00,0.394
0,2021-05-13,6.30,29.3,24.8,8.3,6.30,0.396
0,2021-05-14,21.90,27.4,25.0,11.6,21.90,0.402
0,2021-05-15,14.40,29.1,24.7,9.7,14.40,0.409
0,2021-05-16,14.00,28.9,24.5,9.3,14.00,0.411
0,2021-05-17,9.20,29.4,24.4,9.7,9.20,0.414
0,2021-05-18,9.20,30.1,25.1,10.6,9.20,0.413
0,2021-05-19,13.60,27.9,24.7,12.4,13.60,0.423
0,2021-05-20,5.70,29.2,25.5,10.3,5.70,0.420
0,2021-05-21,14.90,27.0,24.8,9.4,14.90,0.419
0,2021-05-22,0.00,29.6,24.8,14.6,0.00,0.413
0,2021-05-23,5.50,29.6,24.5,8.4,5.50,0.411
0,2021-05-24,1.70,29.4,25.1,8.9,1.70,0.410
0,2021-05-25,2.80,29.3,25.4,7.6,2.80,0.407
0,2021-05-26,2.80,29.6,25.0,9.4,2.80,0.400
0,2021-05-27,1.40,30.1,25.8,11.3,1.40,0.396
0,2021-05-28,3.60,30.5,25.6,10.4,3.60,0.398
0,2021-05-29,16.10,29.0,25.5,11.5,16.10,0.408
0,2021-05-30,1.10,30.0,25.6,11.9,1.10,0.398
0,2021-05-31,3.20,29.1,26.0,13.3,3.20,0.387
0,2021-06-01,0.90,29.4,25.9,14.3,0.90,0.384
0,2021-06-02,0.80,29.8,26.1,14.8,0.80,0.384
0,2021-06-03,0.00,29.8,24.2,10.9,0.00,0.376
0,2021-06-04,0.30,30.2,25.0,11.3,0.30,0.372
0,2021-06-05,3.00,30.1,26.0,13.3,3.00,0.369
0,2021-06-06,11.90,28.1,26.0,13.0,11.90,0.372
0,2021-06-07,17.80,28.1,24.4,8.1,17.80,0.376
0,2021-06-08,0.30,29.8,24.7,12.6,0.30,0.373
0,2021-06-09,3.50,29.4,24.9,9.5,3.50,0.372
0,2021-06-10,7.30,28.5,24.8,10.0,7.30,0.374
0,2021-06-11,1.50,29.6,25.1,12.3,1.50,0.375
0,2021-06-12,23.30,28.2,23.5,11.1,23.30,0.375
0,2021-06-13,20.40,28.8,23.6,9.1,20.40,0.380
0,2021-06-14,13.70,27.5,23.8,9.1,13.70,0.387
0,2021-06-15,9.40,27.6,24.8,10.0,9.40,0.389
0,2021-06-16,4.00,28.9,24.9,9.1,4.00,0.388
0,2021-06-17,1.30,29.9,24.5,13.4,1.30,0.382
0,2021-06-18,8.80,27.0,24.4,8.6,8.80,0.381
0,2021-06-19,1.10,28.6,24.5,12.0,1.10,0.385
0,2021-06-20,1.70,29.2,24.5,14.4,1.70,0.384
0,2021-06-21,0.90,30.3,24.8,11.6,0.90,0.381
0,2021-06-22,0.00,29.8,24.4,11.5,0.00,0.379
0,2021-06-23,8.20,29.8,24.6,10.3,8.20,0.383
0,2021-06-24,12.10,30.2,24.5,9.4,12.10,0.385
0,2021-06-25,16.00,27.2,24.2,6.0,16.00,0.395
0,2021-06-26,7.70,29.5,23.9,11.3,7.70,0.396
0,2021-06-27,18.80,28.5,24.4,11.3,18.80,0.399
0,2021-06-28,25.40,29.1,24.0,10.5,25.40,0.403
0,2021-06-29,19.50,27.5,23.2,6.8,19.50,0.412
0,2021-06-30,10.10,29.1,23.5,8.2,10.10,0.419
0,2021-07-01,24.10,28.7,23.5,9.5,24.10,0.423
0,2021-07-02,22.20,27.8,23.4,13.7,22.20,0.426
0,2021-07-03,22.70,27.9,24.1,13.1,22.70,0.428
0,2021-07-04,5.70,28.4,24.0,19.5,5.70,0.425
0,2021-07-05,2.90,28.9,24.8,16.6,2.90,0.421
0,2021-07-06,3.60,27.3,25.5,11.9,3.60,0.417
0,2021-07-07,9.60,28.6,24.2,7.2,9.60,0.415
0,2021-07-08,16.50,26.6,23.8,8.0,16.50,0.422
0,2021-07-09,6.50,28.3,23.9,9.4,6.50,0.425
0,2021-07-10,0.40,29.9,24.0,11.3,0.40,0.419
0,2021-07-11,9.70,28.6,24.5,9.4,9.70,0.418
0,2021-07-12,15.60,28.9,23.6,7.4,15.60,0.422
0,2021-07-13,11.10,28.9,23.8,11.5,11.10,0.425
0,2021-07-14,24.50,26.5,23.7,14.9,24.50,0.427
0,2021-07-15,13.30,26.5,23.9,15.5,13.30,0.428
0,2021-07-16,13.80,25.3,23.3,11.4,13.80,0.428
0,2021-07-17,2.60,27.7,24.0,14.9,2.60,0.423
0,2021-07-18,1.00,29.0,24.4,14.8,1.00,0.417
0,2021-07-19,0.10,29.8,26.2,12.3,0.10,0.406
0,2021-07-20,1.80,29.3,25.6,11.6,1.80,0.404
0,2021-07-21,19.60,28.1,23.5,15.0,19.60,0.409
0,2021-07-22,4.70,28.5,24.2,17.3,4.70,0.409
0,2021-07-23,0.60,29.5,25.5,17.3,0.60,0.400
0,2021-07-24,2.70,29.2,26.2,19.6,2.70,0.397
0,2021-07-25,3.50,29.0,26.4,19.2,3.50,0.396
0,2021-07-26,0.60,28.9,25.3,16.7,0.60,0.394
0,2021-07-27,0.70,28.9,25.0,14.3,0.70,0.391
0,2021-07-28,0.40,29.2,26.2,17.7,0.40,0.391
0,2021-07-29,2.70,29.1,26.9,18.7,2.70,0.385
0,2021-07-30,5.30,29.5,25.5,14.0,5.30,0.382
0,2021-07-31,7.50,28.0,24.2,13.0,7.50,0.372
0,2021-08-01,3.80,28.6,25.2,15.8,3.80,0.368
0,2021-08-02,3.10,29.0,25.2,13.0,3.10,0.366
0,2021-08-03,3.00,28.8,25.1,12.9,3.00,0.364
0,2021-08-04,1.00,29.4,26.5,15.9,1.00,0.358
0,2021-08-05,10.10,28.9,25.5,15.1,10.10,0.356
0,2021-08-06,6.50,28.8,24.3,13.2,6.50,0.364
0,2021-08-07,4.00,29.7,24.8,12.3,4.00,0.359
0,2021-08-08,4.10,29.5,25.6,11.5,4.10,0.352
0,2021-08-09,1.80,28.8,24.4,9.9,1.80,0.354
0,2021-08-10,5.70,28.6,24.9,11.9,5.70,0.357
0,2021-08-11,3.00,29.2,24.6,10.8,3.00,0.360
0,2021-08-12,27.80,29.3,23.9,10.7,27.80,0.376
0,2021-08-13,18.40,27.8,23.6,10.3,18.40,0.395
0,2021-08-14,19.50,27.5,23.8,13.0,19.50,0.400
0,2021-08-15,1.50,29.2,24.5,9.5,1.50,0.395
0,2021-08-16,20.10,28.0,24.2,7.1,20.10,0.399
0,2021-08-17,12.40,27.9,24.4,8.5,12.40,0.404
0,2021-08-18,10.30,29.6,23.9,12.0,10.30,0.407
0,2021-08-19,14.40,26.8,23.8,11.0,14.40,0.415
0,2021-08-20,21.60,27.8,23.9,8.8,21.60,0.421
0,2021-08-21,24.70,27.8,23.9,10.4,24.70,0.423
0,2021-08-22,27.80,27.6,23.8,13.2,27.80,0.428
0,2021-08-23,10.50,27.6,23.9,10.5,10.50,0.427
0,2021-08-24,5.10,27.5,24.8,13.1,5.10,0.423
0,2021-08-25,30.40,26.8,23.8,17.4,30.40,0.428
0,2021-08-26,9.70,28.3,23.7,13.3,9.70,0.428
0,2021-08-27,10.70,28.1,23.7,14.1,10.70,0.425
0,2021-08-28,18.50,26.2,23.9,14.1,18.50,0.428
0,2021-08-29,17.90,29.2,23.9,12.3,17.90,0.424
0,2021-08-30,15.10,27.1,24.0,10.1,15.10,0.425
0,2021-08-31,11.90,27.8,23.5,5.9,11.90,0.425
0,2021-09-01,15.00,28.9,23.6,10.1,15.00,0.426
0,2021-09-02,36.80,27.5,24.0,12.0,36.80,0.428
0,2021-09-03,88.30,24.5,23.7,16.0,88.30,0.430
0,2021-09-04,17.50,28.5,22.8,9.8,17.50,0.426
0,2021-09-05,28.90,27.2,23.1,10.8,28.90,0.424
0,2021-09-06,18.80,27.6,23.9,10.8,18.80,0.425
0,2021-09-07,3.70,28.6,24.0,16.2,3.70,0.422
0,2021-09-08,15.40,28.5,24.4,19.3,15.40,0.423
0,2021-09-09,14.20,27.8,24.0,10.9,14.20,0.427
0,2021-09-10,0.80,30.2,24.8,11.5,0.80,0.422
0,2021-09-11,16.30,28.9,24.1,10.4,16.30,0.425
0,2021-09-12,28.00,25.8,23.9,8.9,28.00,0.429
0,2021-09-13,12.00,27.1,24.1,9.7,12.00,0.426
0,2021-09-14,19.30,29.1,24.2,9.6,19.30,0.419
0,2021-09-15,31.70,26.0,23.5,10.7,31.70,0.421
0,2021-09-16,9.80,27.5,23.9,7.1,9.80,0.425
0,2021-09-17,1.60,29.4,24.4,12.6,1.60,0.418
0,2021-09-18,1.50,29.6,25.5,14.5,1.50,0.413
0,2021-09-19,0.80,29.8,24.8,13.9,0.80,0.408
0,2021-09-20,17.30,28.6,24.6,17.0,17.30,0.407
0,2021-09-21,49.70,26.2,23.2,8.4,49.70,0.419
0,2021-09-22,4.40,26.6,23.4,9.4,4.40,0.420
0,2021-09-23,0.80,29.3,23.9,9.8,0.80,0.415
0,2021-09-24,26.90,29.2,23.5,6.1,26.90,0.420
0,2021-09-25,0.00,29.8,24.4,11.2,0.00,0.417
0,2021-09-26,5.40,29.6,24.4,11.2,5.40,0.417
0,2021-09-27,0.00,30.0,24.5,14.2,0.00,0.415
0,2021-09-28,7.70,29.1,25.5,13.9,7.70,0.414
0,2021-09-29,24.60,28.9,23.7,12.0,24.60,0.418
0,2021-09-30,5.40,28.7,24.4,12.7,5.40,0.419
0,2021-10-01,21.80,29.0,24.5,9.4,21.80,0.424
0,2021-10-02,21.30,29.5,23.6,14.1,21.30,0.428
0,2021-10-03,14.20,28.7,24.4,11.8,14.20,0.426
0,2021-10-04,27.40,26.4,23.9,12.1,27.40,0.428
0,2021-10-05,0.20,29.5,24.5,13.7,0.20,0.420
0,2021-10-06,4.20,29.2,25.4,16.2,4.20,0.414
0,2021-10-07,6.40,29.0,24.5,16.6,6.40,0.415
0,2021-10-08,8.00,29.5,24.5,16.3,8.00,0.414
0,2021-10-09,3.10,30.0,25.5,12.2,3.10,0.412
0,2021-10-10,12.10,29.5,25.5,14.8,12.10,0.411
0,2021-10-11,3.80,29.9,25.6,16.7,3.80,0.408
0,2021-10-12,1.30,29.2,25.9,19.9,1.30,0.405
0,2021-10-13,0.00,30.4,25.4,12.0,0.00,0.401
0,2021-10-14,3.50,29.5,24.9,10.1,3.50,0.397
0,2021-10-15,7.00,29.2,23.3,13.7,7.00,0.393
0,2021-10-16,2.60,30.5,25.4,12.0,2.60,0.385
0,2021-10-17,9.00,31.0,24.4,12.3,9.00,0.385
0,2021-10-18,11.50,29.8,23.6,11.6,11.50,0.392
0,2021-10-19,12.20,30.6,24.5,12.2,12.20,0.392
0,2021-10-20,16.40,30.0,23.2,13.0,16.40,0.400
0,2021-10-21,5.60,28.8,25.0,10.0,5.60,0.399
0,2021-10-22,33.00,28.4,22.7,13.4,33.00,0.405
0,2021-10-23,1.30,30.1,25.5,13.8,1.30,0.401
0,2021-10-24,6.10,30.2,23.6,11.8,6.10,0.398
0,2021-10-25,1.30,29.0,25.5,14.6,1.30,0.396
0,2021-10-26,4.90,28.4,25.5,8.5,4.90,0.394
0,2021-10-27,1.90,30.0,24.6,11.1,1.90,0.394
0,2021-10-28,14.30,29.6,24.8,14.2,14.30,0.399
0,2021-10-29,13.90,30.2,23.4,13.8,13.90,0.405
0,2021-10-30,26.20,28.1,23.4,9.8,26.20,0.416
0,2021-10-31,12.10,30.4,23.8,10.1,12.10,0.414
0,2021-11-01,6.60,30.4,24.7,9.0,6.60,0.415
0,2021-11-02,16.30,29.2,23.9,10.4,16.30,0.422
0,2021-11-03,8.90,29.4,24.0,10.9,8.90,0.424
0,2021-11-04,22.20,29.9,24.1,14.3,22.20,0.426
0,2021-11-05,62.90,28.1,23.2,10.0,62.90,0.428
0,2021-11-06,5.20,29.8,24.2,7.9,5.20,0.421
0,2021-11-07,18.80,31.1,23.9,15.5,18.80,0.424
0,2021-11-08,42.20,26.8,23.5,9.2,42.20,0.428
0,2021-11-09,3.70,30.2,24.3,10.1,3.70,0.422
0,2021-11-10,24.00,29.6,23.7,10.5,24.00,0.425
0,2021-11-11,13.80,29.1,23.7,9.7,13.80,0.427
0,2021-11-12,54.80,29.0,23.1,12.9,54.80,0.428
0,2021-11-13,14.30,26.6,23.3,11.4,14.30,0.428
0,2021-11-14,26.50,30.2,23.2,10.0,26.50,0.424
0,2021-11-15,26.00,30.0,23.3,12.5,26.00,0.425
0,2021-11-16,12.60,28.4,24.0,11.3,12.60,0.425
0,2021-11-17,1.80,29.1,25.0,10.3,1.80,0.420
0,2021-11-18,10.00,29.6,23.8,11.2,10.00,0.421
0,2021-11-19,48.10,27.7,23.5,12.6,48.10,0.427
0,2021-11-20,21.40,29.5,23.2,13.8,21.40,0.426
0,2021-11-21,1.70,30.0,24.7,9.2,1.70,0.418
0,2021-11-22,13.30,31.1,24.5,14.3,13.30,0.416
0,2021-11-23,16.80,30.9,24.2,11.6,16.80,0.411
0,2021-11-24,32.40,29.0,23.4,10.7,32.40,0.410
0,2021-11-25,16.60,30.0,24.4,8.7,16.60,0.416
0,2021-11-26,20.30,28.0,23.4,11.8,20.30,0.425
0,2021-11-27,28.20,29.5,23.9,9.7,28.20,0.427
0,2021-11-28,33.50,26.5,23.6,12.5,33.50,0.429
0,2021-11-29,0.50,27.0,23.6,13.8,0.50,0.423
0,2021-11-30,1.10,30.8,24.0,11.2,1.10,0.414
0,2021-12-01,0.00,30.2,24.9,10.9,0.00,0.406
0,2021-12-02,0.90,30.1,25.2,10.8,0.90,0.399
0,2021-12-03,6.80,31.2,24.0,13.5,6.80,0.401
0,2021-12-04,21.00,28.5,24.0,11.4,21.00,0.407
0,2021-12-05,4.10,29.2,24.4,10.2,4.10,0.408
0,2021-12-06,8.50,28.9,23.4,17.0,8.50,0.410
0,2021-12-07,0.00,29.5,24.7,12.1,0.00,0.406
0,2021-12-08,0.00,29.4,24.4,12.1,0.00,0.400
0,2021-12-09,13.40,30.0,25.0,8.8,13.40,0.392
0,2021-12-10,15.10,28.5,23.2,12.0,15.10,0.388
0,2021-12-11,13.00,28.9,23.5,10.8,13.00,0.389
0,2021-12-12,4.80,30.0,24.9,10.3,4.80,0.389
0,2021-12-13,3.00,29.0,24.4,11.9,3.00,0.387
0,2021-12-14,18.60,28.3,24.7,8.4,18.60,0.396
0,2021-12-15,1.90,29.3,24.5,8.7,1.90,0.398
0,2021-12-16,19.70,29.2,23.6,9.1,19.70,0.403
0,2021-12-17,14.20,29.5,24.1,10.4,14.20,0.404
0,2021-12-18,23.40,29.0,24.2,12.5,23.40,0.410
0,2021-12-19,18.50,28.8,24.0,13.5,18.50,0.413
0,2021-12-20,17.50,28.6,23.8,13.1,17.50,0.417
0,2021-12-21,15.50,29.0,24.0,10.5,15.50,0.419
0,2021-12-22,3.70,30.0,24.6,9.4,3.70,0.417
