location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,-1.2302285,116.85083,89.0,28800,Asia/Singapore,GMT+8
1,-0.52724075,117.1339,20.0,28800,Asia/Singapore,GMT+8

location_id,time,precipitation_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),rain_sum (mm),soil_moisture_0_to_100cm_mean (m³/m³)
0,2016-01-01,2.40,29.1,24.8,11.1,2.40,0.401
0,2016-01-02,14.00,29.1,25.6,10.7,14.00,0.400
0,2016-01-03,18.50,27.7,23.9,7.6,18.50,0.408
0,2016-01-04,10.50,29.1,24.2,10.2,10.50,0.415
0,2016-01-05,1.50,28.8,25.1,11.9,1.50,0.414
0,2016-01-06,6.60,29.1,24.9,12.3,6.60,0.412
0,2016-01-07,1.40,29.0,25.0,9.0,1.40,0.408
0,2016-01-08,1.10,29.0,25.9,10.3,1.10,0.404
0,2016-01-09,1.80,28.7,25.5,10.6,1.80,0.401
0,2016-01-10,2.90,29.0,24.9,8.9,2.90,0.399
0,2016-01-11,1.00,28.1,24.5,8.5,1.00,0.397
0,2016-01-12,3.70,28.0,24.7,7.3,3.70,0.395
0,2016-01-13,1.80,28.8,25.2,8.9,1.80,0.392
0,2016-01-14,1.70,29.2,25.0,10.1,1.70,0.391
0,2016-01-15,4.90,28.9,25.4,9.9,4.90,0.392
0,2016-01-16,7.90,29.4,25.5,10.5,7.90,0.392
0,2016-01-17,8.80,28.8,24.0,7.9,8.80,0.397
0,2016-01-18,3.70,29.2,24.7,10.6,3.70,0.398
0,2016-01-19,8.80,29.3,25.0,11.5,8.80,0.399
0,2016-01-20,16.90,27.9,25.0,11.1,16.90,0.406
0,2016-01-21,16.10,28.2,23.5,12.9,16.10,0.413
0,2016-01-22,23.80,25.0,23.2,13.0,23.80,0.423
0,2016-01-23,2.60,28.7,24.3,15.8,2.60,0.423
0,2016-01-24,0.00,28.5,25.1,12.4,0.00,0.415
0,2016-01-25,14.70,28.0,24.9,12.7,14.70,0.413
0,2016-01-26,5.00,29.2,25.0,16.0,5.00,0.412
0,2016-01-27,0.00,30.2,24.3,20.7,0.00,0.407
0,2016-01-28,0.00,30.3,25.3,19.3,0.00,0.401
0,2016-01-29,0.00,29.5,25.5,15.2,0.00,0.396
0,2016-01-30,0.30,30.2,25.6,14.7,0.30,0.392
0,2016-01-31,0.00,29.8,25.5,12.4,0.00,0.388
0,2016-02-01,4.40,29.0,25.3,9.1,4.40,0.388
0,2016-02-02,5.30,29.2,23.6,8.7,5.30,0.389
0,2016-02-03,1.80,27.8,25.4,5.0,1.80,0.387
0,2016-02-04,1.50,29.5,23.6,8.7,1.50,0.388
0,2016-02-05,12.70,29.2,25.2,10.5,12.70,0.387
0,2016-02-06,6.50,28.6,24.8,7.2,6.50,0.387
0,2016-02-07,8.70,29.6,23.7,8.1,8.70,0.389
0,2016-02-08,3.00,29.3,25.2,9.7,3.00,0.388
0,2016-02-09,2.70,30.0,23.8,13.4,2.70,0.388
0,2016-02-10,2.70,29.2,25.5,14.2,2.70,0.385
0,2016-02-11,12.20,28.3,25.5,7.0,12.20,0.383
0,2016-02-12,31.70,28.1,23.8,7.6,31.70,0.398
0,2016-02-13,1.00,28.6,24.8,9.2,1.00,0.397
0,2016-02-14,1.20,29.5,24.5,10.5,1.20,0.394
0,2016-02-15,6.10,30.0,25.0,10.1,6.10,0.391
0,2016-02-16,12.60,29.1,24.4,9.4,12.60,0.391
0,2016-02-17,10.10,28.6,24.2,8.1,10.10,0.394
0,2016-02-18,15.00,28.1,23.8,6.8,15.00,0.395
0,2016-02-19,0.90,29.4,25.1,15.3,0.90,0.396
0,2016-02-20,0.00,29.9,25.4,15.6,0.00,0.392
0,2016-02-21,0.00,29.6,25.3,12.4,0.00,0.387
0,2016-02-22,6.50,28.0,23.9,10.9,6.50,0.386
0,2016-02-23,8.80,27.5,23.4,7.1,8.80,0.397
0,2016-02-24,2.50,29.1,24.7,10.7,2.50,0.397
0,2016-02-25,14.50,28.8,24.0,12.4,14.50,0.397
0,2016-02-26,0.70,28.3,23.7,9.4,0.70,0.400
0,2016-02-27,1.00,29.2,25.2,10.0,1.00,0.398
0,2016-02-28,3.60,29.4,23.8,7.9,3.60,0.400
0,2016-02-29,7.00,27.7,23.8,6.2,7.00,0.402
0,2016-03-01,11.30,28.6,23.9,9.4,11.30,0.406
0,2016-03-02,22.20,29.0,24.1,8.8,22.20,0.410
0,2016-03-03,4.50,28.2,23.7,8.8,4.50,0.417
0,2016-03-04,1.10,29.7,25.2,8.7,1.10,0.412
0,2016-03-05,1.50,29.7,25.5,8.4,1.50,0.407
0,2016-03-06,4.20,29.4,25.3,10.6,4.20,0.404
0,2016-03-07,5.20,29.2,24.3,8.0,5.20,0.402
0,2016-03-08,0.90,29.0,26.1,10.2,0.90,0.400
0,2016-03-09,6.60,29.0,26.1,11.2,6.60,0.397
0,2016-03-10,3.00,30.0,25.7,9.4,3.00,0.397
0,2016-03-11,1.10,30.5,26.1,11.5,1.10,0.395
0,2016-03-12,0.70,29.8,26.2,10.5,0.70,0.391
0,2016-03-13,8.30,29.5,25.4,8.0,8.30,0.389
0,2016-03-14,4.40,29.7,24.9,8.9,4.40,0.390
0,2016-03-15,12.40,28.8,24.1,8.2,12.40,0.395
0,2016-03-16,11.80,28.8,25.1,8.1,11.80,0.398
0,2016-03-17,12.50,28.6,25.4,6.6,12.50,0.400
0,2016-03-18,8.00,28.8,24.6,5.8,8.00,0.404
0,2016-03-19,4.90,29.6,24.0,10.2,4.90,0.405
0,2016-03-20,5.20,29.6,24.0,10.1,5.20,0.407
0,2016-03-21,6.10,30.4,24.8,8.0,6.10,0.406
0,2016-03-22,18.40,29.4,24.4,9.8,18.40,0.410
0,2016-03-23,15.20,29.5,25.1,7.1,15.20,0.415
0,2016-03-24,2.30,28.7,24.7,8.7,2.30,0.417
0,2016-03-25,2.60,29.1,25.6,9.7,2.60,0.413
0,2016-03-26,3.30,29.4,25.3,12.2,3.30,0.410
0,2016-03-27,8.30,29.3,24.2,7.2,8.30,0.409
0,2016-03-28,0.40,29.9,24.0,10.9,0.40,0.410
0,2016-03-29,1.70,30.0,25.8,10.4,1.70,0.407
0,2016-03-30,12.80,27.5,23.9,7.4,12.80,0.409
0,2016-03-31,9.00,28.0,23.5,6.8,9.00,0.415
0,2016-04-01,8.60,28.9,24.8,11.8,8.60,0.414
0,2016-04-02,3.00,29.4,24.2,8.8,3.00,0.413
0,2016-04-03,3.80,28.1,24.8,9.4,3.80,0.411
0,2016-04-04,2.80,27.8,24.2,9.0,2.80,0.411
0,2016-04-05,0.50,29.8,25.7,12.3,0.50,0.408
0,2016-04-06,5.70,29.9,25.7,12.4,5.70,0.406
0,2016-04-07,0.10,30.0,26.2,12.7,0.10,0.402
0,2016-04-08,0.60,30.0,26.0,12.0,0.60,0.397
0,2016-04-09,6.60,28.2,25.7,11.0,6.60,0.396
0,2016-04-10,14.00,28.6,24.1,7.4,14.00,0.398
0,2016-04-11,6.70,29.6,23.4,11.2,6.70,0.407
0,2016-04-12,8.60,28.8,24.8,4.9,8.60,0.408
0,2016-04-13,22.60,29.1,24.8,6.9,22.60,0.409
0,2016-04-14,19.90,29.2,24.3,6.5,19.90,0.416
0,2016-04-15,16.70,29.3,24.0,9.7,16.70,0.421
0,2016-04-16,12.40,29.0,24.0,7.2,12.40,0.424
0,2016-04-17,4.50,27.4,23.6,8.6,4.50,0.424
0,2016-04-18,4.60,29.5,25.5,9.8,4.60,0.420
0,2016-04-19,6.90,29.3,24.1,12.0,6.90,0.420
0,2016-04-20,1.30,29.2,26.5,11.9,1.30,0.414
0,2016-04-21,11.60,28.2,25.0,5.6,11.60,0.414
0,2016-04-22,7.80,28.4,24.3,8.7,7.80,0.415
0,2016-04-23,4.10,29.2,25.7,8.5,4.10,0.414
0,2016-04-24,4.50,28.8,24.6,9.4,4.50,0.412
0,2016-04-25,5.70,29.1,25.0,8.1,5.70,0.412
0,2016-04-26,12.10,28.4,24.0,5.1,12.10,0.413
0,2016-04-27,23.40,27.7,24.4,12.4,23.40,0.420
0,2016-04-28,4.30,28.8,25.3,6.9,4.30,0.420
0,2016-04-29,16.00,29.4,24.1,7.3,16.00,0.422
0,2016-04-30,32.20,28.9,24.5,7.1,32.20,0.427
0,2016-05-01,9.10,29.4,24.4,7.8,9.10,0.426
0,2016-05-02,3.00,29.4,24.0,8.6,3.00,0.423
0,2016-05-03,4.20,29.6,26.5,9.1,4.20,0.417
0,2016-05-04,3.80,29.3,25.5,10.0,3.80,0.413
0,2016-05-05,0.70,30.1,25.7,12.8,0.70,0.409
0,2016-05-06,4.70,29.4,24.2,9.5,4.70,0.408
0,2016-05-07,4.60,29.5,25.5,10.0,4.60,0.404
0,2016-05-08,3.50,29.7,25.8,9.4,3.50,0.402
0,2016-05-09,9.90,29.2,24.9,8.9,9.90,0.403
0,2016-05-10,8.80,27.7,24.2,7.1,8.80,0.407
0,2016-05-11,2.80,29.5,25.7,6.4,2.80,0.405
0,2016-05-12,9.20,29.2,25.9,6.4,9.20,0.404
0,2016-05-13,3.20,29.5,25.5,12.0,3.20,0.403
0,2016-05-14,16.60,29.0,25.0,9.4,16.60,0.408
0,2016-05-15,6.30,28.2,24.3,5.6,6.30,0.413
0,2016-05-16,11.00,28.8,24.8,8.0,11.00,0.414
0,2016-05-17,30.90,26.6,24.3,11.2,30.90,0.428
0,2016-05-18,7.30,27.7,24.5,8.4,7.30,0.426
0,2016-05-19,29.50,25.9,24.2,12.7,29.50,0.430
0,2016-05-20,11.60,30.0,24.6,7.3,11.60,0.423
0,2016-05-21,17.70,27.5,24.4,8.0,17.70,0.426
0,2016-05-22,14.10,29.8,24.8,7.7,14.10,0.423
0,2016-05-23,12.00,27.7,25.1,7.8,12.00,0.425
0,2016-05-24,0.10,29.2,25.2,11.1,0.10,0.420
0,2016-05-25,14.80,28.6,26.0,7.6,14.80,0.416
0,2016-05-26,9.00,29.3,25.0,8.2,9.00,0.417
0,2016-05-27,21.10,29.8,24.4,10.1,21.10,0.420
0,2016-05-28,9.70,28.2,24.3,6.0,9.70,0.423
0,2016-05-29,2.70,29.1,25.0,14.0,2.70,0.421
0,2016-05-30,12.90,28.9,23.9,6.8,12.90,0.419
0,2016-05-31,5.70,28.5,24.1,8.2,5.70,0.418
0,2016-06-01,3.40,28.4,24.4,9.4,3.40,0.418
0,2016-06-02,4.10,28.8,24.0,9.8,4.10,0.417
0,2016-06-03,14.30,28.1,24.6,9.4,14.30,0.417
0,2016-06-04,26.80,26.8,23.7,7.6,26.80,0.423
0,2016-06-05,1.30,28.3,25.0,6.3,1.30,0.420
0,2016-06-06,4.80,28.6,25.2,7.3,4.80,0.415
0,2016-06-07,2.50,28.1,24.6,9.8,2.50,0.413
0,2016-06-08,3.20,28.5,24.8,9.7,3.20,0.409
0,2016-06-09,0.20,28.8,26.2,11.9,0.20,0.404
0,2016-06-10,4.90,28.4,25.5,13.0,4.90,0.400
0,2016-06-11,5.40,28.5,25.6,9.4,5.40,0.399
0,2016-06-12,9.80,28.5,24.5,9.4,9.80,0.402
0,2016-06-13,9.50,27.3,23.9,6.9,9.50,0.405
0,2016-06-14,2.50,28.5,24.5,10.7,2.50,0.405
0,2016-06-15,6.50,28.0,23.8,5.1,6.50,0.406
0,2016-06-16,2.10,27.4,24.6,6.8,2.10,0.405
0,2016-06-17,4.00,28.9,23.5,7.8,4.00,0.404
0,2016-06-18,18.10,28.3,24.0,7.2,18.10,0.403
0,2016-06-19,7.70,27.0,24.0,18.9,7.70,0.414
0,2016-06-20,2.00,28.5,23.7,14.2,2.00,0.411
0,2016-06-21,3.80,27.0,24.3,9.8,3.80,0.407
0,2016-06-22,1.10,27.9,23.3,5.9,1.10,0.406
0,2016-06-23,5.00,28.3,24.7,11.9,5.00,0.402
0,2016-06-24,7.90,27.3,24.2,8.4,7.90,0.404
0,2016-06-25,13.00,27.3,23.3,5.6,13.00,0.407
0,2016-06-26,3.80,27.0,25.0,10.5,3.80,0.407
0,2016-06-27,3.60,28.2,24.9,9.1,3.60,0.406
0,2016-06-28,13.00,27.0,23.5,9.4,13.00,0.413
0,2016-06-29,1.10,28.0,25.3,11.9,1.10,0.411
0,2016-06-30,1.50,28.1,25.4,7.6,1.50,0.408
0,2016-07-01,1.60,28.9,24.9,10.5,1.60,0.405
0,2016-07-02,0.00,29.0,26.4,9.9,0.00,0.401
0,2016-07-03,1.70,28.7,26.2,10.8,1.70,0.396
0,2016-07-04,2.20,28.7,25.5,8.2,2.20,0.393
0,2016-07-05,1.30,28.5,25.7,15.9,1.30,0.390
0,2016-07-06,0.30,28.8,26.2,15.1,0.30,0.386
0,2016-07-07,0.60,28.7,25.8,11.2,0.60,0.382
0,2016-07-08,1.10,28.9,25.5,8.8,1.10,0.378
0,2016-07-09,2.70,28.5,25.1,5.8,2.70,0.376
0,2016-07-10,0.30,29.1,24.6,10.7,0.30,0.373
0,2016-07-11,1.40,29.0,26.1,10.6,1.40,0.370
0,2016-07-12,0.00,29.8,25.8,9.2,0.00,0.367
0,2016-07-13,4.30,28.8,24.2,8.2,4.30,0.365
0,2016-07-14,0.70,28.8,24.6,9.7,0.70,0.364
0,2016-07-15,0.70,28.9,24.0,7.9,0.70,0.362
0,2016-07-16,6.00,28.5,23.6,10.5,6.00,0.363
0,2016-07-17,7.70,27.8,24.0,5.1,7.70,0.365
0,2016-07-18,19.20,27.6,23.3,6.5,19.20,0.376
0,2016-07-19,7.00,27.1,23.3,5.1,7.00,0.383
0,2016-07-20,11.90,27.2,23.5,5.6,11.90,0.389
0,2016-07-21,17.50,27.7,23.2,7.9,17.50,0.399
0,2016-07-22,14.30,26.6,23.1,9.6,14.30,0.411
0,2016-07-23,7.80,26.9,23.5,5.9,7.80,0.415
0,2016-07-24,7.70,26.7,24.5,8.7,7.70,0.415
0,2016-07-25,10.20,27.3,23.8,12.1,10.20,0.419
0,2016-07-26,15.60,25.9,23.1,9.5,15.60,0.425
0,2016-07-27,9.10,26.8,22.9,9.5,9.10,0.428
0,2016-07-28,9.90,27.2,23.0,11.8,9.90,0.425
0,2016-07-29,2.20,28.1,23.4,14.0,2.20,0.423
0,2016-07-30,2.90,27.6,24.8,13.0,2.90,0.419
0,2016-07-31,7.20,27.8,23.5,12.7,7.20,0.420
0,2016-08-01,3.50,26.7,25.3,13.1,3.50,0.419
0,2016-08-02,5.00,27.6,24.7,11.5,5.00,0.419
0,2016-08-03,1.80,28.0,25.2,10.6,1.80,0.415
0,2016-08-04,12.80,27.3,24.6,8.2,12.80,0.417
0,2016-08-05,4.00,27.1,23.7,6.1,4.00,0.419
0,2016-08-06,6.50,28.0,23.5,9.4,6.50,0.419
0,2016-08-07,0.30,28.9,24.7,10.6,0.30,0.416
0,2016-08-08,0.00,28.6,25.5,11.5,0.00,0.410
0,2016-08-09,0.00,28.8,25.8,14.2,0.00,0.405
0,2016-08-10,0.00,28.6,26.1,14.6,0.00,0.400
0,2016-08-11,0.00,28.9,25.6,11.0,0.00,0.394
0,2016-08-12,2.00,28.5,26.1,11.7,2.00,0.390
0,2016-08-13,1.40,28.5,25.5,14.0,1.40,0.387
0,2016-08-14,4.20,28.2,24.6,11.1,4.20,0.387
0,2016-08-15,1.70,28.1,26.2,15.1,1.70,0.384
0,2016-08-16,4.10,28.1,25.1,13.1,4.10,0.382
0,2016-08-17,0.80,28.4,25.4,13.8,0.80,0.379
0,2016-08-18,1.30,28.6,26.3,17.1,1.30,0.376
0,2016-08-19,0.00,28.5,26.0,16.6,0.00,0.372
0,2016-08-20,0.30,28.2,26.1,13.6,0.30,0.368
0,2016-08-21,1.10,28.1,25.6,13.9,1.10,0.365
0,2016-08-22,2.90,28.3,24.6,15.5,2.90,0.365
0,2016-08-23,0.00,27.9,26.0,13.4,0.00,0.363
0,2016-08-24,0.00,28.3,25.9,15.3,0.00,0.360
0,2016-08-25,7.70,28.4,26.3,13.7,7.70,0.359
0,2016-08-26,6.70,27.6,24.9,11.6,6.70,0.362
0,2016-08-27,0.50,29.0,24.6,7.6,0.50,0.361
0,2016-08-28,0.00,28.8,25.2,8.7,0.00,0.358
0,2016-08-29,7.10,28.6,25.1,9.0,7.10,0.358
0,2016-08-30,2.40,28.7,25.3,11.3,2.40,0.360
0,2016-08-31,2.00,29.4,24.4,9.4,2.00,0.359
0,2016-09-01,5.40,28.2,23.5,10.7,5.40,0.361
0,2016-09-02,10.10,27.5,25.2,10.6,10.10,0.364
0,2016-09-03,1.10,28.0,24.7,10.4,1.10,0.368
0,2016-09-04,17.10,27.2,25.1,8.8,17.10,0.373
0,2016-09-05,10.20,28.6,24.4,12.2,10.20,0.376
0,2016-09-06,6.30,28.4,24.7,8.9,6.30,0.379
0,2016-09-07,1.80,28.7,25.2,11.5,1.80,0.379
0,2016-09-08,7.80,27.2,24.8,8.7,7.80,0.381
0,2016-09-09,13.40,27.8,23.5,7.9,13.40,0.392
0,2016-09-10,2.50,28.3,25.2,14.8,2.50,0.395
0,2016-09-11,2.30,27.9,25.8,16.3,2.30,0.394
0,2016-09-12,14.80,27.2,24.7,9.6,14.80,0.398
0,2016-09-13,23.30,25.9,23.6,8.2,23.30,0.409
0,2016-09-14,1.80,28.5,23.6,9.8,1.80,0.412
0,2016-09-15,13.00,27.8,23.9,7.2,13.00,0.414
0,2016-09-16,3.90,28.8,25.2,7.6,3.90,0.414
0,2016-09-17,10.90,29.5,25.2,7.3,10.90,0.413
0,2016-09-18,12.30,28.6,23.6,9.2,12.30,0.416
0,2016-09-19,7.30,28.3,25.5,7.4,7.30,0.416
0,2016-09-20,10.50,28.6,24.9,7.6,10.50,0.416
0,2016-09-21,13.40,27.6,23.8,8.2,13.40,0.422
0,2016-09-22,10.00,28.1,23.8,6.4,10.00,0.422
0,2016-09-23,13.30,27.4,23.7,7.6,13.30,0.425
0,2016-09-24,13.50,26.8,23.7,7.1,13.50,0.426
0,2016-09-25,1.20,28.3,24.5,11.4,1.20,0.422
0,2016-09-26,6.60,29.0,25.9,10.8,6.60,0.417
0,2016-09-27,0.20,28.8,24.0,9.4,0.20,0.417
0,2016-09-28,2.40,29.4,24.7,9.3,2.40,0.413
0,2016-09-29,2.00,28.2,25.2,7.6,2.00,0.409
0,2016-09-30,22.50,29.1,23.4,12.2,22.50,0.417
0,2016-10-01,8.90,28.7,25.2,6.9,8.90,0.422
0,2016-10-02,9.60,27.9,23.6,8.0,9.60,0.424
0,2016-10-03,7.60,28.7,23.9,12.2,7.60,0.423
0,2016-10-04,8.90,27.8,24.1,6.9,8.90,0.424
0,2016-10-05,3.00,27.9,24.8,10.5,3.00,0.421
0,2016-10-06,5.90,28.7,24.3,10.0,5.90,0.419
0,2016-10-07,14.80,27.1,24.2,10.4,14.80,0.423
0,2016-10-08,14.90,28.6,24.1,10.0,14.90,0.425
0,2016-10-09,39.00,28.4,23.6,9.8,39.00,0.429
0,2016-10-10,3.10,27.5,23.6,7.3,3.10,0.425
0,2016-10-11,12.60,28.3,24.6,7.9,12.60,0.421
0,2016-10-12,9.60,29.0,23.7,8.4,9.60,0.424
0,2016-10-13,14.80,27.5,24.8,11.1,14.80,0.422
0,2016-10-14,10.50,28.9,24.3,11.6,10.50,0.426
0,2016-10-15,0.20,29.4,26.2,12.0,0.20,0.421
0,2016-10-16,0.90,28.9,25.4,14.1,0.90,0.414
0,2016-10-17,0.70,28.6,26.6,13.6,0.70,0.408
0,2016-10-18,1.80,28.2,25.9,11.3,1.80,0.402
0,2016-10-19,6.20,28.6,25.2,10.9,6.20,0.399
0,2016-10-20,2.90,29.4,24.6,8.8,2.90,0.396
0,2016-10-21,15.80,27.4,24.0,7.6,15.80,0.400
0,2016-10-22,17.60,27.8,24.1,8.5,17.60,0.405
0,2016-10-23,8.80,27.2,23.9,7.2,8.80,0.410
0,2016-10-24,20.20,26.1,23.3,7.9,20.20,0.418
0,2016-10-25,1.30,28.3,25.3,7.7,1.30,0.419
0,2016-10-26,6.40,27.5,24.9,8.8,6.40,0.415
0,2016-10-27,19.80,28.7,23.7,10.2,19.80,0.415
0,2016-10-28,16.80,26.9,23.3,7.0,16.80,0.425
0,2016-10-29,4.60,27.5,24.3,15.6,4.60,0.424
0,2016-10-30,10.70,26.6,23.6,10.0,10.70,0.426
0,2016-10-31,18.60,27.6,24.4,6.9,18.60,0.427
0,2016-11-01,6.20,29.0,24.9,8.0,6.20,0.425
0,2016-11-02,12.20,28.0,23.9,11.8,12.20,0.426
0,2016-11-03,0.20,28.1,25.1,11.2,0.20,0.422
0,2016-11-04,0.10,28.9,26.1,13.0,0.10,0.415
0,2016-11-05,1.90,28.9,25.3,8.6,1.90,0.409
0,2016-11-06,6.90,29.2,24.9,7.8,6.90,0.405
0,2016-11-07,1.00,28.6,23.9,8.7,1.00,0.403
0,2016-11-08,8.20,29.3,24.6,11.9,8.20,0.400
0,2016-11-09,13.70,28.1,23.9,9.8,13.70,0.405
0,2016-11-10,5.00,28.3,24.9,12.6,5.00,0.404
0,2016-11-11,20.90,27.7,23.4,9.6,20.90,0.410
0,2016-11-12,6.90,28.1,23.8,5.5,6.90,0.413
0,2016-11-13,14.80,28.1,24.0,6.9,14.80,0.412
0,2016-11-14,5.00,27.8,23.9,7.3,5.00,0.414
0,2016-11-15,13.70,28.6,24.5,9.2,13.70,0.413
0,2016-11-16,1.30,29.0,23.9,9.2,1.30,0.416
0,2016-11-17,7.40,29.0,24.8,7.7,7.40,0.415
0,2016-11-18,13.70,28.7,24.1,8.2,13.70,0.419
0,2016-11-19,4.10,28.2,25.3,9.4,4.10,0.417
0,2016-11-20,3.40,28.7,25.4,6.8,3.40,0.416
0,2016-11-21,8.80,27.8,25.7,9.8,8.80,0.415
0,2016-11-22,30.20,27.2,23.5,11.4,30.20,0.425
0,2016-11-23,0.50,29.3,24.8,7.4,0.50,0.421
0,2016-11-24,23.90,27.6,24.0,7.8,23.90,0.425
0,2016-11-25,6.60,28.1,25.1,8.0,6.60,0.422
0,2016-11-26,3.80,29.2,24.4,9.2,3.80,0.422
0,2016-11-27,4.00,29.3,24.8,6.6,4.00,0.419
0,2016-11-28,14.80,27.2,24.1,7.6,14.80,0.426
0,2016-11-29,9.00,29.6,24.9,6.6,9.00,0.422
0,2016-11-30,12.70,28.4,23.8,8.4,12.70,0.424
0,2016-12-01,2.30,28.8,24.2,7.5,2.30,0.419
0,2016-12-02,16.50,28.5,23.7,9.4,16.50,0.421
0,2016-12-03,11.20,27.6,24.0,9.6,11.20,0.423
0,2016-12-04,0.20,29.2,24.4,10.0,0.20,0.421
0,2016-12-05,7.10,29.7,24.0,8.5,7.10,0.416
0,2016-12-06,9.80,29.8,25.1,9.5,9.80,0.413
0,2016-12-07,12.80,28.4,23.5,11.8,12.80,0.414
0,2016-12-08,11.50,28.3,24.4,10.0,11.50,0.414
0,2016-12-09,0.40,28.2,25.5,10.8,0.40,0.412
0,2016-12-10,6.20,29.2,24.7,12.8,6.20,0.409
0,2016-12-11,18.20,28.7,23.7,8.1,18.20,0.409
0,2016-12-12,3.50,27.9,23.6,13.5,3.50,0.413
0,2016-12-13,0.20,29.0,26.1,9.0,0.20,0.408
0,2016-12-14,8.90,28.6,25.4,6.4,8.90,0.404
0,2016-12-15,22.80,28.2,23.5,8.2,22.80,0.411
0,2016-12-16,7.00,29.6,24.5,7.7,7.00,0.411
0,2016-12-17,10.20,28.9,23.7,11.6,10.20,0.413
0,2016-12-18,3.40,29.4,25.2,8.2,3.40,0.409
0,2016-12-19,13.20,29.5,24.5,8.4,13.20,0.405
0,2016-12-20,12.80,28.5,24.1,10.6,12.80,0.415
0,2016-12-21,6.40,29.9,24.9,11.4,6.40,0.415
0,2016-12-22,4.20,29.0,24.4,9.8,4.20,0.414
0,2016-12-23,6.10,28.8,25.3,7.2,6.10,0.412
0,2016-12-24,11.50,29.3,25.1,8.1,11.50,0.411
0,2016-12-25,43.30,29.0,23.9,7.4,43.30,0.419
0,2016-12-26,19.60,28.4,23.7,8.5,19.60,0.426
0,2016-12-27,5.00,29.2,24.8,9.4,5.00,0.421
0,2016-12-28,8.00,29.1,24.3,12.1,8.00,0.421
0,2016-12-29,9.30,28.7,24.5,9.4,9.30,0.421
0,2016-12-30,18.40,30.1,24.4,6.5,18.40,0.423
0,2016-12-31,10.80,28.4,23.4,9.9,10.80,0.426
0,2017-01-01,8.80,30.4,23.8,9.8,8.80,0.422
0,2017-01-02,11.60,30.5,24.9,9.4,11.60,0.422
0,2017-01-03,13.40,30.0,24.3,9.1,13.40,0.423
0,2017-01-04,9.30,30.9,24.4,11.1,9.30,0.422
0,2017-01-05,14.40,28.1,23.8,10.4,14.40,0.426
0,2017-01-06,1.10,29.2,24.8,9.3,1.10,0.421
0,2017-01-07,8.10,28.6,23.4,12.6,8.10,0.421
0,2017-01-08,9.30,29.5,25.0,6.2,9.30,0.420
0,2017-01-09,7.60,28.3,24.1,9.1,7.60,0.423
0,2017-01-10,1.20,29.5,24.9,7.6,1.20,0.418
0,2017-01-11,5.10,29.8,25.5,10.8,5.10,0.416
0,2017-01-12,33.20,29.0,24.4,10.3,33.20,0.418
0,2017-01-13,12.80,29.5,24.0,10.9,12.80,0.419
0,2017-01-14,16.60,29.7,25.1,9.7,16.60,0.419
0,2017-01-15,9.10,28.0,24.0,8.8,9.10,0.422
0,2017-01-16,4.10,29.7,24.1,11.7,4.10,0.423
0,2017-01-17,11.40,27.9,23.7,12.4,11.40,0.426
0,2017-01-18,28.30,28.4,23.8,10.4,28.30,0.427
0,2017-01-19,14.00,29.4,23.9,7.9,14.00,0.425
0,2017-01-20,17.60,29.8,23.6,8.9,17.60,0.424
0,2017-01-21,25.40,28.1,23.5,11.9,25.40,0.420
0,2017-01-22,26.30,27.8,23.8,10.8,26.30,0.423
0,2017-01-23,4.60,29.4,24.1,11.4,4.60,0.422
0,2017-01-24,9.90,30.4,24.0,10.7,9.90,0.422
0,2017-01-25,2.70,29.1,24.8,9.5,2.70,0.418
0,2017-01-26,9.60,29.0,24.6,7.4,9.60,0.417
0,2017-01-27,2.30,29.7,24.9,12.5,2.30,0.417
0,2017-01-28,3.60,31.1,25.0,10.8,3.60,0.411
0,2017-01-29,11.80,27.9,24.3,10.9,11.80,0.411
0,2017-01-30,16.40,28.4,23.5,10.5,16.40,0.420
0,2017-01-31,14.50,28.5,23.8,11.7,14.50,0.421
0,2017-02-01,5.60,30.0,24.1,16.6,5.60,0.420
0,2017-02-02,6.40,29.8,24.6,8.9,6.40,0.419
0,2017-02-03,2.40,29.8,24.0,11.5,2.40,0.418
0,2017-02-04,10.10,30.5,24.8,11.0,10.10,0.414
0,2017-02-05,12.10,30.1,24.0,8.1,12.10,0.415
0,2017-02-06,3.80,31.7,24.1,9.7,3.80,0.414
0,2017-02-07,1.80,31.8,24.6,14.4,1.80,0.408
0,2017-02-08,0.80,31.9,25.5,12.6,0.80,0.404
0,2017-02-09,1.80,31.4,25.5,11.5,1.80,0.398
0,2017-02-10,2.20,32.5,25.4,12.2,2.20,0.393
0,2017-02-11,0.30,30.8,25.4,9.8,0.30,0.389
0,2017-02-12,4.10,30.6,25.2,12.2,4.10,0.382
0,2017-02-13,13.30,29.9,23.8,15.5,13.30,0.391
0,2017-02-14,15.80,28.9,23.6,10.3,15.80,0.397
0,2017-02-15,1.10,30.2,24.0,15.7,1.10,0.398
0,2017-02-16,12.70,28.1,24.5,8.1,12.70,0.399
0,2017-02-17,10.30,28.4,23.8,10.4,10.30,0.399
0,2017-02-18,10.90,29.5,23.6,10.8,10.90,0.400
0,2017-02-19,24.10,28.5,23.8,11.2,24.10,0.407
0,2017-02-20,4.60,29.3,24.2,11.5,4.60,0.408
0,2017-02-21,9.40,29.6,24.3,11.5,9.40,0.408
