latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-6.9244285,107.60539,707.0,28800,Asia/Singapore,GMT+8

time,precipitation_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),rain_sum (mm),soil_moisture_0_to_100cm_mean (m³/m³)
2016-02-28,29.40,23.8,21.5,5.6,29.40,0.427
2016-02-29,2.90,25.0,20.4,10.7,2.90,0.414
2016-03-01,18.60,23.6,21.1,10.0,18.60,0.415
2016-03-02,7.50,25.1,21.4,10.9,7.50,0.414
2016-03-03,6.20,26.6,21.4,9.0,6.20,0.411
2016-03-04,29.70,27.5,20.7,4.2,29.70,0.413
2016-03-05,10.70,26.4,21.7,6.1,10.70,0.423
2016-03-06,16.50,27.2,21.5,6.7,16.50,0.423
2016-03-07,6.40,27.2,21.4,7.9,6.40,0.422
2016-03-08,17.80,27.2,21.7,5.6,17.80,0.421
2016-03-09,37.60,26.9,21.5,4.6,37.60,0.423
2016-03-10,18.20,27.4,21.1,6.2,18.20,0.426
2016-03-11,13.70,26.8,21.7,5.4,13.70,0.425
2016-03-12,21.30,26.7,21.7,4.5,21.30,0.426
2016-03-13,30.00,26.9,21.9,4.1,30.00,0.430
2016-03-14,1.40,28.2,20.9,4.7,1.40,0.424
2016-03-15,2.00,27.8,21.4,4.1,2.00,0.414
2016-03-16,2.30,28.1,21.3,6.8,2.30,0.407
2016-03-17,16.20,27.4,21.3,8.9,16.20,0.404
2016-03-18,10.10,27.0,21.9,7.8,10.10,0.408
2016-03-19,2.20,27.3,22.3,7.2,2.20,0.407
2016-03-20,9.40,26.8,21.9,6.8,9.40,0.405
2016-03-21,13.10,26.2,21.6,8.0,13.10,0.405
2016-03-22,9.80,26.8,21.0,8.8,9.80,0.407
2016-03-23,22.60,27.2,21.5,6.4,22.60,0.409
2016-03-24,6.60,27.2,21.2,4.8,6.60,0.412
2016-03-25,15.00,27.6,21.2,5.9,15.00,0.411
2016-03-26,30.00,26.6,21.9,7.5,30.00,0.416
2016-03-27,7.80,27.4,20.5,5.4,7.80,0.413
2016-03-28,20.40,27.0,21.3,5.8,20.40,0.412
2016-03-29,24.60,26.4,21.2,5.1,24.60,0.419
2016-03-30,6.90,25.0,21.2,6.9,6.90,0.420
2016-03-31,12.60,26.5,21.3,6.5,12.60,0.420
2016-04-01,8.80,26.9,20.2,5.1,8.80,0.420
2016-04-02,25.80,26.2,20.7,3.6,25.80,0.421
2016-04-03,25.70,27.4,20.4,6.5,25.70,0.425
2016-04-04,28.90,26.7,21.0,5.5,28.90,0.428
2016-04-05,17.10,27.1,20.8,5.0,17.10,0.426
2016-04-06,17.00,27.7,20.5,5.8,17.00,0.425
2016-04-07,5.10,27.6,20.3,8.1,5.10,0.423
2016-04-08,8.10,26.7,22.2,7.6,8.10,0.417
2016-04-09,23.70,27.2,22.3,5.4,23.70,0.416
2016-04-10,3.10,27.5,21.8,6.7,3.10,0.421
