latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-6.9244285,107.60539,707.0,28800,Asia/Singapore,GMT+8

time,precipitation_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),rain_sum (mm),soil_moisture_0_to_100cm_mean (m³/m³)
2016-04-11,15.10,26.4,21.6,7.9,15.10,0.420
2016-04-12,45.40,27.2,22.4,7.3,45.40,0.421
2016-04-13,30.50,26.7,21.9,5.1,30.50,0.429
2016-04-14,13.10,26.8,21.4,5.8,13.10,0.427
2016-04-15,14.80,26.3,21.3,6.4,14.80,0.427
2016-04-16,13.20,27.2,21.0,5.1,13.20,0.427
2016-04-17,13.80,27.0,21.9,6.6,13.80,0.425
2016-04-18,17.80,27.4,21.3,5.2,17.80,0.424
2016-04-19,10.40,26.6,21.3,5.0,10.40,0.427
2016-04-20,23.70,27.0,21.3,3.9,23.70,0.427
2016-04-21,2.00,27.4,21.1,4.7,2.00,0.425
2016-04-22,3.10,26.3,21.6,6.7,3.10,0.418
2016-04-23,12.20,27.7,20.8,5.4,12.20,0.416
2016-04-24,7.50,27.3,20.9,6.1,7.50,0.415
2016-04-25,21.50,27.3,21.2,5.6,21.50,0.415
2016-04-26,17.50,26.9,20.9,5.0,17.50,0.416
2016-04-27,33.90,27.3,21.3,2.9,33.90,0.421
2016-04-28,15.60,26.6,21.3,4.7,15.60,0.424
2016-04-29,14.00,26.2,21.7,4.0,14.00,0.424
2016-04-30,9.40,26.6,20.7,5.7,9.40,0.422
2016-05-01,2.90,26.4,20.7,8.4,2.90,0.419
2016-05-02,8.00,27.7,20.5,6.5,8.00,0.413
2016-05-03,4.40,27.2,21.0,6.5,4.40,0.409
2016-05-04,1.60,27.7,21.1,8.9,1.60,0.405
2016-05-05,3.70,26.5,21.7,6.5,3.70,0.401
2016-05-06,5.70,27.1,22.0,9.2,5.70,0.397
2016-05-07,11.90,26.9,21.1,6.1,11.90,0.397
2016-05-08,15.50,27.4,21.0,5.0,15.50,0.403
2016-05-09,3.60,26.5,21.5,5.8,3.60,0.407
2016-05-10,1.40,27.3,20.7,7.6,1.40,0.404
2016-05-11,2.10,27.2,21.2,5.8,2.10,0.400
2016-05-12,6.80,26.9,21.4,3.8,6.80,0.398
2016-05-13,13.70,28.1,21.4,3.8,13.70,0.400
2016-05-14,8.40,27.6,21.6,6.3,8.40,0.404
2016-05-15,3.90,27.8,21.9,8.9,3.90,0.401
2016-05-16,9.10,27.6,21.8,4.3,9.10,0.400
2016-05-17,18.00,27.0,21.3,4.9,18.00,0.403
2016-05-18,1.00,28.3,20.9,5.3,1.00,0.405
2016-05-19,2.50,27.7,21.4,6.9,2.50,0.400
2016-05-20,2.60,27.8,21.4,3.8,2.60,0.397
2016-05-21,17.70,26.7,21.8,3.9,17.70,0.398
2016-05-22,6.60,26.4,21.0,4.7,6.60,0.403
2016-05-23,12.30,26.5,21.8,5.7,12.30,0.406
2016-05-24,3.50,27.1,21.2,4.7,3.50,0.408
2016-05-25,7.40,27.0,21.4,6.5,7.40,0.407
2016-05-26,4.90,26.6,21.0,7.3,4.90,0.405
2016-05-27,0.20,25.9,21.5,5.8,0.20,0.402
2016-05-28,2.90,27.4,21.8,7.2,2.90,0.400
2016-05-29,5.10,25.3,21.4,8.0,5.10,0.397
2016-05-30,21.30,23.9,21.4,6.6,21.30,0.406
2016-05-31,5.40,26.8,21.5,5.1,5.40,0.413
2016-06-01,4.70,27.1,21.5,5.2,4.70,0.411
2016-06-02,11.60,27.1,21.2,4.9,11.60,0.412
2016-06-03,15.10,26.6,21.2,5.0,15.10,0.416
2016-06-04,2.30,27.8,20.8,5.4,2.30,0.417
2016-06-05,0.20,26.5,21.0,7.2,0.20,0.412
2016-06-06,13.80,26.8,20.5,4.3,13.80,0.409
2016-06-07,1.90,27.7,20.4,4.3,1.90,0.409
2016-06-08,47.90,26.3,21.7,5.4,47.90,0.413
2016-06-09,10.10,26.2,21.1,4.8,10.10,0.421
2016-06-10,2.20,26.5,21.1,8.5,2.20,0.418
2016-06-11,1.30,27.5,20.2,4.1,1.30,0.413
2016-06-12,2.40,27.5,20.3,4.4,2.40,0.408
2016-06-13,1.50,27.2,20.8,6.6,1.50,0.404
2016-06-14,16.40,26.4,20.0,4.1,16.40,0.404
2016-06-15,3.40,26.2,20.1,9.4,3.40,0.405
2016-06-16,6.10,26.8,20.4,6.0,6.10,0.405
2016-06-17,8.60,25.7,20.5,6.2,8.60,0.404
2016-06-18,15.80,24.3,20.7,7.8,15.80,0.406
2016-06-19,1.00,25.1,20.5,6.2,1.00,0.407
2016-06-20,1.20,26.9,20.2,4.4,1.20,0.404
2016-06-21,0.40,28.3,19.5,5.2,0.40,0.400
2016-06-22,2.50,26.9,20.1,4.1,2.50,0.397
2016-06-23,0.10,27.2,19.5,6.2,0.10,0.394
2016-06-24,0.10,27.6,19.6,4.7,0.10,0.389
2016-06-25,1.60,26.5,19.3,5.1,1.60,0.385
2016-06-26,13.60,26.5,20.5,5.5,13.60,0.386
2016-06-27,1.40,26.7,19.4,4.4,1.40,0.388
2016-06-28,2.20,27.9,20.4,6.1,2.20,0.385
2016-06-29,8.20,26.6,21.3,4.4,8.20,0.384
2016-06-30,7.70,26.1,20.9,7.9,7.70,0.385
2016-07-01,4.20,27.0,20.6,5.4,4.20,0.384
2016-07-02,8.40,26.9,20.0,3.1,8.40,0.383
2016-07-03,8.40,26.9,20.5,3.9,8.40,0.387
2016-07-04,1.40,27.1,19.7,6.6,1.40,0.389
2016-07-05,1.90,27.1,19.9,3.3,1.90,0.387
2016-07-06,1.50,27.9,19.6,5.1,1.50,0.384
2016-07-07,1.50,26.9,19.1,3.2,1.50,0.380
2016-07-08,3.30,27.1,20.2,4.3,3.30,0.378
2016-07-09,0.50,27.6,20.2,4.7,0.50,0.376
2016-07-10,2.30,27.5,19.5,4.0,2.30,0.372
2016-07-11,5.00,26.7,21.5,5.6,5.00,0.371
2016-07-12,10.90,24.5,20.9,4.0,10.90,0.371
2016-07-13,7.40,26.8,21.1,7.2,7.40,0.372
2016-07-14,6.40,26.5,20.2,5.5,6.40,0.373
2016-07-15,1.60,26.5,19.9,5.8,1.60,0.372
2016-07-16,11.00,26.1,21.1,4.7,11.00,0.372
2016-07-17,12.00,25.2,20.9,4.7,12.00,0.378
2016-07-18,9.50,26.1,20.1,4.0,9.50,0.382
2016-07-19,6.10,26.3,19.4,6.9,6.10,0.385
2016-07-20,12.20,24.2,20.8,5.9,12.20,0.388
2016-07-21,15.60,26.3,20.1,7.1,15.60,0.394
2016-07-22,11.20,25.5,19.8,6.9,11.20,0.398
2016-07-23,22.70,26.7,19.1,4.1,22.70,0.404
2016-07-24,10.40,27.5,19.4,4.5,10.40,0.409
2016-07-25,0.90,27.4,20.0,5.2,0.90,0.409
2016-07-26,2.50,26.6,19.3,5.5,2.50,0.405
2016-07-27,0.40,27.2,18.8,8.3,0.40,0.401
2016-07-28,3.80,26.8,19.7,4.3,3.80,0.397
2016-07-29,5.10,26.8,19.5,3.8,5.10,0.396
2016-07-30,3.10,25.5,19.0,4.3,3.10,0.396
2016-07-31,0.70,27.8,18.0,5.4,0.70,0.394
2016-08-01,1.20,27.8,20.7,4.8,1.20,0.390
2016-08-02,0.30,27.2,18.5,5.4,0.30,0.386
2016-08-03,0.40,27.6,18.2,6.6,0.40,0.382
2016-08-04,0.00,27.0,19.2,9.0,0.00,0.377
2016-08-05,0.00,26.7,19.2,7.8,0.00,0.373
2016-08-06,0.40,27.5,20.2,7.4,0.40,0.369
2016-08-07,0.60,26.7,21.1,4.9,0.60,0.365
2016-08-08,16.10,27.0,21.1,5.4,16.10,0.365
2016-08-09,17.40,26.6,20.8,7.4,17.40,0.368
2016-08-10,0.50,28.9,19.4,4.3,0.50,0.368
2016-08-11,1.00,28.3,19.5,4.2,1.00,0.364
2016-08-12,2.80,28.0,19.3,4.4,2.80,0.361
2016-08-13,17.20,26.6,21.8,4.0,17.20,0.365
2016-08-14,8.50,26.6,20.9,5.7,8.50,0.373
2016-08-15,0.80,26.8,20.0,6.1,0.80,0.375
2016-08-16,12.10,26.5,21.1,8.5,12.10,0.376
2016-08-17,14.60,27.8,19.8,5.4,14.60,0.379
2016-08-18,8.10,27.9,21.2,4.9,8.10,0.383
2016-08-19,3.00,27.8,20.1,4.9,3.00,0.383
2016-08-20,3.60,26.2,19.6,5.1,3.60,0.383
2016-08-21,8.70,26.5,21.2,4.1,8.70,0.386
2016-08-22,1.60,28.0,19.4,5.4,1.60,0.389
2016-08-23,1.40,27.1,19.7,6.4,1.40,0.388
2016-08-24,0.80,27.0,19.4,8.0,0.80,0.386
2016-08-25,0.80,26.8,19.0,8.9,0.80,0.383
2016-08-26,2.70,26.9,21.2,7.7,2.70,0.381
2016-08-27,3.80,27.8,20.1,6.4,3.80,0.380
2016-08-28,16.60,26.3,21.4,5.7,16.60,0.385
2016-08-29,36.70,26.8,20.8,4.7,36.70,0.393
2016-08-30,31.10,27.0,20.1,6.0,31.10,0.403
2016-08-31,28.60,26.4,19.9,4.7,28.60,0.413
2016-09-01,9.60,27.8,19.9,4.4,9.60,0.418
2016-09-02,1.50,26.8,19.4,5.5,1.50,0.417
2016-09-03,1.20,27.2,19.6,5.2,1.20,0.411
2016-09-04,9.40,26.1,20.7,7.1,9.40,0.409
2016-09-05,2.20,26.6,20.5,7.2,2.20,0.407
2016-09-06,12.10,26.7,21.5,7.6,12.10,0.404
2016-09-07,18.70,27.5,20.3,3.9,18.70,0.405
2016-09-08,10.20,26.8,20.2,3.6,10.20,0.410
2016-09-09,19.50,26.7,21.3,5.6,19.50,0.415
2016-09-10,16.00,27.4,20.6,4.1,16.00,0.421
2016-09-11,4.30,26.8,19.4,3.2,4.30,0.420
2016-09-12,2.60,26.8,19.8,4.2,2.60,0.416
2016-09-13,1.50,27.0,19.3,4.6,1.50,0.411
2016-09-14,7.40,26.3,19.8,4.8,7.40,0.408
2016-09-15,10.30,25.7,21.3,6.1,10.30,0.413
2016-09-16,9.90,26.3,20.1,4.7,9.90,0.416
2016-09-17,22.40,25.3,20.9,4.0,22.40,0.421
2016-09-18,7.60,26.3,20.4,6.6,7.60,0.421
2016-09-19,35.00,26.4,21.0,4.2,35.00,0.424
2016-09-20,9.90,26.7,21.1,5.9,9.90,0.424
2016-09-21,66.80,26.1,21.7,7.7,66.80,0.429
2016-09-22,26.10,26.5,20.6,6.3,26.10,0.426
2016-09-23,22.20,26.5,21.0,5.4,22.20,0.427
2016-09-24,21.30,26.2,20.8,5.4,21.30,0.428
2016-09-25,15.10,26.4,20.7,6.9,15.10,0.428
2016-09-26,20.50,27.4,20.7,10.9,20.50,0.427
2016-09-27,11.60,26.0,20.7,7.2,11.60,0.426
2016-09-28,11.10,25.5,21.3,10.2,11.10,0.427
2016-09-29,11.50,26.0,21.2,10.0,11.50,0.423
2016-09-30,6.20,25.6,20.2,8.3,6.20,0.420
2016-10-01,4.40,26.8,20.5,6.5,4.40,0.417
2016-10-02,34.00,25.5,20.6,5.6,34.00,0.418
2016-10-03,7.20,26.0,20.9,7.2,7.20,0.426
2016-10-04,29.30,26.3,20.8,6.1,29.30,0.425
2016-10-05,5.00,25.7,19.4,4.3,5.00,0.425
2016-10-06,17.10,27.3,20.5,5.2,17.10,0.421
2016-10-07,24.50,27.7,20.1,4.6,24.50,0.421
2016-10-08,47.60,26.3,21.6,6.5,47.60,0.426
2016-10-09,19.80,25.1,21.1,8.6,19.80,0.428
2016-10-10,29.30,25.7,20.3,5.9,29.30,0.426
2016-10-11,7.70,26.2,21.0,8.4,7.70,0.423
2016-10-12,4.60,25.4,21.1,8.3,4.60,0.417
2016-10-13,12.10,25.4,20.5,10.1,12.10,0.413
2016-10-14,23.10,26.2,20.1,7.7,23.10,0.414
2016-10-15,14.70,26.1,20.5,7.0,14.70,0.417
2016-10-16,1.20,27.8,21.3,7.2,1.20,0.414
2016-10-17,9.40,27.5,20.4,3.9,9.40,0.407
2016-10-18,3.00,27.7,20.9,4.3,3.00,0.403
2016-10-19,1.70,27.8,20.5,5.8,1.70,0.397
2016-10-20,19.90,26.9,21.9,5.4,19.90,0.395
2016-10-21,48.80,26.0,21.3,4.4,48.80,0.402
2016-10-22,20.50,24.6,20.9,7.4,20.50,0.418
2016-10-23,42.70,22.5,21.0,5.1,42.70,0.425
2016-10-24,6.20,24.9,20.3,3.6,6.20,0.426
2016-10-25,19.00,25.5,21.1,8.5,19.00,0.423
2016-10-26,13.90,26.5,20.6,8.1,13.90,0.423
2016-10-27,28.60,24.3,21.4,6.9,28.60,0.428
2016-10-28,31.10,26.9,20.9,5.8,31.10,0.429
2016-10-29,27.70,26.6,20.3,7.3,27.70,0.429
2016-10-30,43.70,26.7,20.7,4.8,43.70,0.426
2016-10-31,35.80,27.3,20.3,4.8,35.80,0.422
2016-11-01,24.60,26.8,20.5,4.7,24.60,0.425
2016-11-02,23.80,25.6,20.7,4.2,23.80,0.424
2016-11-03,22.10,26.8,21.1,4.0,22.10,0.427
2016-11-04,23.90,26.8,20.8,6.5,23.90,0.424
2016-11-05,17.00,28.1,20.8,5.0,17.00,0.421
2016-11-06,9.60,28.2,20.9,5.2,9.60,0.420
2016-11-07,18.50,27.3,21.0,5.3,18.50,0.417
2016-11-08,8.40,27.3,21.0,5.7,8.40,0.416
2016-11-09,38.10,26.2,21.0,4.9,38.10,0.416
2016-11-10,31.60,24.7,21.1,4.3,31.60,0.428
2016-11-11,19.90,26.3,20.9,4.3,19.90,0.427
2016-11-12,32.20,25.8,21.3,4.6,32.20,0.429
2016-11-13,29.90,26.9,21.5,5.4,29.90,0.427
2016-11-14,23.50,26.4,20.7,6.7,23.50,0.426
2016-11-15,41.80,27.1,21.2,6.6,41.80,0.426
2016-11-16,27.30,27.0,20.9,6.1,27.30,0.427
2016-11-17,14.40,26.6,20.6,6.9,14.40,0.425
2016-11-18,12.60,27.0,21.2,6.5,12.60,0.421
2016-11-19,15.80,27.7,20.9,5.9,15.80,0.418
2016-11-20,22.90,27.0,20.8,5.2,22.90,0.416
2016-11-21,15.00,26.8,21.1,5.4,15.00,0.416
2016-11-22,35.80,27.8,21.0,5.4,35.80,0.417
2016-11-23,13.50,26.3,21.1,5.6,13.50,0.421
2016-11-24,21.00,26.7,21.7,6.8,21.00,0.424
2016-11-25,14.20,26.6,21.1,8.6,14.20,0.423
2016-11-26,8.70,26.4,20.7,7.2,8.70,0.418
2016-11-27,9.20,27.5,20.7,6.5,9.20,0.415
2016-11-28,15.00,26.6,21.0,8.9,15.00,0.416
2016-11-29,25.70,27.2,21.4,5.1,25.70,0.418
2016-11-30,18.10,26.0,21.5,5.2,18.10,0.421
2016-12-01,6.50,27.0,20.7,9.5,6.50,0.422
2016-12-02,21.40,26.2,21.3,7.2,21.40,0.422
2016-12-03,4.60,27.7,21.0,11.7,4.60,0.421
2016-12-04,7.60,25.6,21.3,8.8,7.60,0.418
2016-12-05,13.20,26.0,20.7,8.0,13.20,0.416
2016-12-06,10.70,25.3,20.8,7.6,10.70,0.417
2016-12-07,13.90,25.4,21.0,5.4,13.90,0.419
2016-12-08,10.80,28.0,20.4,7.0,10.80,0.420
2016-12-09,6.10,26.8,21.4,9.7,6.10,0.421
2016-12-10,6.70,26.3,21.1,8.0,6.70,0.420
2016-12-11,19.70,26.4,20.4,8.4,19.70,0.419
2016-12-12,6.00,25.4,20.6,7.8,6.00,0.421
2016-12-13,16.60,24.8,20.8,6.9,16.60,0.423
2016-12-14,6.30,26.7,19.0,9.4,6.30,0.422
2016-12-15,13.30,26.2,20.4,10.8,13.30,0.422
2016-12-16,11.20,26.7,20.4,10.4,11.20,0.426
2016-12-17,2.40,25.7,20.6,14.1,2.40,0.422
2016-12-18,9.80,26.6,19.8,13.5,9.80,0.418
2016-12-19,10.50,25.6,20.3,12.1,10.50,0.419
2016-12-20,1.30,28.0,21.4,16.2,1.30,0.415
2016-12-21,1.40,27.9,20.4,13.4,1.40,0.407
2016-12-22,4.80,27.1,20.3,14.1,4.80,0.401
2016-12-23,2.50,28.0,20.9,12.3,2.50,0.396
2016-12-24,2.70,27.4,21.0,10.9,2.70,0.390
2016-12-25,4.80,27.0,21.2,9.3,4.80,0.387
2016-12-26,7.30,26.6,21.0,10.4,7.30,0.385
2016-12-27,5.00,25.0,21.0,8.0,5.00,0.386
2016-12-28,13.30,26.8,19.7,9.5,13.30,0.388
2016-12-29,1.60,25.8,21.4,8.0,1.60,0.392
2016-12-30,10.00,26.4,20.9,7.6,10.00,0.394
2016-12-31,10.60,27.2,20.3,9.1,10.60,0.399
2017-01-01,0.10,29.0,20.4,20.3,0.10,0.365
2017-01-02,0.80,28.4,19.6,17.4,0.80,0.343
2017-01-03,0.30,27.4,21.3,15.2,0.30,0.339
2017-01-04,1.70,27.5,20.7,14.3,1.70,0.337
2017-01-05,4.30,26.3,20.1,14.7,4.30,0.335
2017-01-06,0.70,27.4,20.8,14.2,0.70,0.333
2017-01-07,2.30,26.3,19.5,12.3,2.30,0.329
2017-01-08,0.70,26.8,17.6,16.1,0.70,0.324
2017-01-09,1.90,26.5,19.5,13.4,1.90,0.322
2017-01-10,2.20,25.6,20.8,12.2,2.20,0.321
2017-01-11,1.70,25.9,20.1,15.0,1.70,0.324
2017-01-12,3.70,27.6,21.1,16.9,3.70,0.323
2017-01-13,0.30,27.7,21.1,18.9,0.30,0.320
2017-01-14,30.60,23.5,20.1,15.5,30.60,0.330
2017-01-15,1.20,26.4,19.8,15.1,1.20,0.350
2017-01-16,2.40,26.5,19.5,21.3,2.40,0.350
2017-01-17,14.40,25.0,20.6,11.8,14.40,0.360
2017-01-18,2.00,25.5,19.4,13.0,2.00,0.361
2017-01-19,0.80,25.9,19.4,14.3,0.80,0.358
2017-01-20,0.10,27.1,20.4,16.4,0.10,0.354
2017-01-21,1.00,27.2,19.8,14.0,1.00,0.351
2017-01-22,4.60,27.0,20.5,15.7,4.60,0.353
2017-01-23,0.90,26.9,20.8,15.0,0.90,0.354
2017-01-24,6.20,26.5,20.8,11.0,6.20,0.353
2017-01-25,5.60,26.5,19.9,14.6,5.60,0.358
2017-01-26,1.10,26.4,20.4,15.4,1.10,0.358
2017-01-27,0.20,26.3,18.2,18.1,0.20,0.357
2017-01-28,2.20,24.8,21.0,17.0,2.20,0.355
2017-01-29,4.40,23.8,20.5,19.7,4.40,0.355
2017-01-30,2.30,25.2,20.1,17.4,2.30,0.356
2017-01-31,9.20,26.5,18.8,16.6,9.20,0.358
2017-02-01,25.00,25.1,19.5,14.0,25.00,0.363
2017-02-02,10.00,24.6,19.8,19.2,10.00,0.380
2017-02-03,11.90,24.5,20.0,15.8,11.90,0.391
2017-02-04,10.90,24.6,20.1,18.7,10.90,0.400
2017-02-05,0.30,27.0,19.6,24.3,0.30,0.400
2017-02-06,1.50,26.2,19.8,20.9,1.50,0.396
2017-02-07,2.80,25.1,19.4,20.9,2.80,0.393
2017-02-08,8.50,24.8,20.5,18.1,8.50,0.396
2017-02-09,3.90,24.5,20.8,17.4,3.90,0.399
2017-02-10,5.10,24.6,20.2,18.6,5.10,0.405
2017-02-11,7.30,24.3,20.2,21.9,7.30,0.406
2017-02-12,1.90,24.3,20.0,16.1,1.90,0.403
2017-02-13,1.00,25.4,18.5,15.4,1.00,0.401
2017-02-14,3.40,25.4,20.0,14.0,3.40,0.398
2017-02-15,1.40,26.2,19.6,17.6,1.40,0.396
2017-02-16,1.10,25.8,19.2,15.5,1.10,0.394
2017-02-17,0.50,26.3,18.9,13.8,0.50,0.390
2017-02-18,0.90,27.0,19.6,13.0,0.90,0.385
2017-02-19,1.90,26.0,19.0,15.1,1.90,0.381
2017-02-20,6.40,25.6,20.0,11.0,6.40,0.378
2017-02-21,63.00,24.0,20.4,10.5,63.00,0.400
2017-02-22,9.00,27.5,17.5,7.2,9.00,0.406
2017-02-23,0.70,27.7,18.7,10.2,0.70,0.405
2017-02-24,1.30,27.0,19.0,9.8,1.30,0.402
2017-02-25,96.30,26.5,19.3,9.4,96.30,0.405
2017-02-26,4.00,27.5,19.2,8.6,4.00,0.417
2017-02-27,2.10,26.6,19.8,10.0,2.10,0.414
2017-02-28,20.40,26.2,20.5,9.4,20.40,0.421
2017-03-01,38.20,24.8,20.7,8.4,38.20,0.424
2017-03-02,14.90,26.0,19.0,9.2,14.90,0.426
2017-03-03,9.10,26.2,19.5,7.6,9.10,0.424
2017-03-04,1.30,26.8,18.2,9.7,1.30,0.420
2017-03-05,1.30,27.4,19.0,12.8,1.30,0.414
2017-03-06,13.60,26.4,20.1,11.5,13.60,0.412
2017-03-07,24.70,24.8,19.5,9.8,24.70,0.421
2017-03-08,4.00,26.9,20.2,10.4,4.00,0.421
2017-03-09,0.70,28.6,21.1,14.6,0.70,0.414
2017-03-10,0.10,27.5,17.7,11.1,0.10,0.408
2017-03-11,0.10,26.6,20.5,11.2,0.10,0.403
2017-03-12,0.00,27.3,19.9,20.9,0.00,0.399
2017-03-13,0.50,28.3,18.4,19.2,0.50,0.393
2017-03-14,0.10,27.6,18.6,8.0,0.10,0.389
2017-03-15,0.20,25.4,19.0,14.6,0.20,0.389
2017-03-16,0.50,27.3,18.0,9.7,0.50,0.385
2017-03-17,38.70,27.5,18.5,8.7,38.70,0.390
2017-03-18,17.90,26.1,20.5,13.3,17.90,0.407
2017-03-19,1.70,27.5,19.5,15.8,1.70,0.414
2017-03-20,1.10,26.8,19.9,17.7,1.10,0.409
2017-03-21,4.70,26.5,20.0,18.1,4.70,0.405
2017-03-22,2.60,25.6,20.0,16.1,2.60,0.403
2017-03-23,3.00,27.0,20.5,13.5,3.00,0.401
2017-03-24,0.20,27.2,19.2,15.6,0.20,0.398
2017-03-25,0.10,28.2,20.8,12.3,0.10,0.394
2017-03-26,14.40,26.8,20.5,10.3,14.40,0.391
2017-03-27,0.90,28.2,17.8,13.4,0.90,0.386
2017-03-28,0.90,27.8,19.8,9.7,0.90,0.383
2017-03-29,0.70,27.4,19.3,7.9,0.70,0.378
2017-03-30,1.70,27.3,17.8,9.8,1.70,0.375
2017-03-31,9.50,26.5,19.6,11.9,9.50,0.371
2017-04-01,8.80,27.7,19.5,8.3,8.80,0.370
2017-04-02,0.50,26.9,18.4,11.8,0.50,0.368
2017-04-03,14.80,24.9,18.4,8.9,14.80,0.373
2017-04-04,8.30,27.5,19.0,8.2,8.30,0.368
2017-04-05,2.60,26.5,20.2,13.3,2.60,0.368
2017-04-06,5.90,25.9,19.0,17.7,5.90,0.366
2017-04-07,5.60,25.9,19.4,13.2,5.60,0.367
2017-04-08,0.20,26.5,19.5,14.5,0.20,0.364
2017-04-09,2.70,27.8,19.9,11.0,2.70,0.361
2017-04-10,7.00,27.1,19.5,9.9,7.00,0.360
2017-04-11,6.80,28.8,19.8,9.3,6.80,0.361
2017-04-12,5.20,27.9,20.6,9.5,5.20,0.361
2017-04-13,4.40,27.9,19.9,10.0,4.40,0.356
2017-04-14,3.90,26.5,20.0,10.5,3.90,0.355
2017-04-15,1.50,26.8,19.7,10.4,1.50,0.353
2017-04-16,0.70,27.9,19.6,12.4,0.70,0.350
2017-04-17,1.10,27.5,19.1,7.6,1.10,0.348
2017-04-18,9.70,27.4,19.8,11.5,9.70,0.347
2017-04-19,7.40,27.3,19.0,9.0,7.40,0.351
2017-04-20,0.80,28.0,19.1,8.4,0.80,0.354
2017-04-21,6.30,28.2,19.0,9.4,6.30,0.354
2017-04-22,19.60,27.5,18.9,7.4,19.60,0.357
2017-04-23,3.10,27.6,19.5,8.6,3.10,0.363
2017-04-24,4.00,27.5,18.0,8.1,4.00,0.366
2017-04-25,5.20,27.0,18.5,10.7,5.20,0.368
2017-04-26,13.00,26.2,19.9,10.8,13.00,0.371
2017-04-27,6.20,25.2,20.0,8.2,6.20,0.374
2017-04-28,3.40,25.4,19.8,9.4,3.40,0.379
2017-04-29,0.50,26.6,19.5,9.8,0.50,0.375
2017-04-30,0.20,26.8,19.4,9.7,0.20,0.372
2017-05-01,4.00,28.0,18.0,10.8,4.00,0.369
2017-05-02,1.90,26.2,19.4,12.3,1.90,0.370
2017-05-03,1.60,27.3,19.1,8.2,1.60,0.370
2017-05-04,8.30,26.5,19.6,8.7,8.30,0.369
2017-05-05,4.70,27.1,18.6,10.6,4.70,0.368
2017-05-06,0.80,27.0,17.9,12.3,0.80,0.366
2017-05-07,4.30,26.1,19.0,13.1,4.30,0.367
2017-05-08,0.70,26.6,18.5,9.7,0.70,0.368
2017-05-09,0.90,27.1,19.9,16.7,0.90,0.368
2017-05-10,0.00,27.1,19.8,17.4,0.00,0.364
2017-05-11,0.80,27.2,17.8,10.3,0.80,0.361
2017-05-12,0.10,28.0,19.1,10.2,0.10,0.358
2017-05-13,0.50,28.0,19.3,9.8,0.50,0.355
2017-05-14,0.10,28.2,20.5,11.2,0.10,0.351
2017-05-15,0.00,28.2,18.3,11.4,0.00,0.346
2017-05-16,0.30,28.7,18.5,9.7,0.30,0.340
2017-05-17,0.00,28.7,19.5,13.2,0.00,0.337
2017-05-18,0.00,28.8,18.9,14.9,0.00,0.333
2017-05-19,4.00,28.0,18.5,13.2,4.00,0.331
2017-05-20,0.00,28.4,19.1,9.4,0.00,0.331
2017-05-21,1.20,27.5,20.3,10.1,1.20,0.328
2017-05-22,2.20,28.5,21.1,10.4,2.20,0.327
2017-05-23,1.30,28.9,18.3,13.2,1.30,0.327
2017-05-24,0.00,28.8,18.1,12.9,0.00,0.323
2017-05-25,0.00,28.2,18.6,12.7,0.00,0.320
2017-05-26,0.00,28.6,17.8,12.1,0.00,0.315
2017-05-27,0.20,29.4,20.0,13.7,0.20,0.311
2017-05-28,5.70,28.0,20.0,10.8,5.70,0.310
2017-05-29,3.70,25.2,20.8,11.9,3.70,0.318
2017-05-30,0.10,28.1,18.7,10.7,0.10,0.318
2017-05-31,4.60,28.4,18.6,9.0,4.60,0.319
2017-06-01,3.20,26.1,19.9,12.4,3.20,0.318
2017-06-02,1.10,26.8,20.8,9.6,1.10,0.318
2017-06-03,0.50,28.0,20.2,9.4,0.50,0.316
2017-06-04,0.10,28.9,19.4,11.9,0.10,0.313
2017-06-05,1.70,29.0,18.8,10.6,1.70,0.309
2017-06-06,2.70,27.6,19.8,9.2,2.70,0.308
2017-06-07,0.30,28.4,17.3,8.2,0.30,0.307
2017-06-08,0.00,29.1,17.2,9.1,0.00,0.305
2017-06-09,0.00,29.2,17.9,10.0,0.00,0.301
2017-06-10,0.00,28.9,19.5,11.4,0.00,0.298
2017-06-11,0.80,29.2,17.2,8.2,0.80,0.294
2017-06-12,2.00,28.4,19.2,10.7,2.00,0.291
2017-06-13,2.50,27.0,19.8,10.5,2.50,0.290
2017-06-14,0.10,29.0,20.1,11.3,0.10,0.289
2017-06-15,0.50,28.4,18.4,6.7,0.50,0.286
2017-06-16,0.30,28.6,20.0,12.1,0.30,0.283
2017-06-17,1.60,28.3,19.5,16.7,1.60,0.279
2017-06-18,0.00,28.5,17.8,16.1,0.00,0.276
2017-06-19,0.00,27.6,15.8,19.1,0.00,0.275
2017-06-20,0.50,29.0,18.2,8.2,0.50,0.274
2017-06-21,0.70,28.0,18.0,7.6,0.70,0.274
2017-06-22,0.30,28.1,18.9,7.9,0.30,0.273
2017-06-23,0.50,26.5,20.0,9.7,0.50,0.279
2017-06-24,5.50,26.7,19.2,6.9,5.50,0.280
2017-06-25,3.80,28.1,18.3,10.2,3.80,0.280
2017-06-26,2.60,27.6,18.9,10.4,2.60,0.278
2017-06-27,5.90,27.9,18.0,12.1,5.90,0.279
2017-06-28,4.50,29.3,19.4,11.2,4.50,0.280
2017-06-29,0.40,27.8,19.2,10.2,0.40,0.280
2017-06-30,0.70,25.3,20.5,11.4,0.70,0.279
