latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-6.221441,107.00668,19.0,28800,Asia/Singapore,GMT+8

time,precipitation_sum (mm),temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),rain_sum (mm),soil_moisture_0_to_100cm_mean (m³/m³)
2024-09-25,9.70,33.3,24.1,14.9,9.70,0.168
2024-09-26,23.80,33.2,24.0,10.0,23.80,0.174
2024-09-27,2.60,33.1,23.7,9.3,2.60,0.193
2024-09-28,6.30,33.0,24.8,12.8,6.30,0.190
2024-09-29,1.80,34.2,24.1,12.4,1.80,0.185
2024-09-30,0.00,34.8,23.9,15.1,0.00,0.185
2024-10-01,0.70,34.7,23.9,14.2,0.70,0.181
2024-10-02,4.80,34.2,25.0,11.6,4.80,0.179
2024-10-03,6.90,33.7,24.4,16.2,6.90,0.175
2024-10-04,22.30,34.0,24.5,15.1,22.30,0.176
2024-10-05,1.80,33.5,23.5,13.2,1.80,0.179
2024-10-06,11.20,33.2,23.9,14.5,11.20,0.177
2024-10-07,0.00,35.4,23.5,14.5,0.00,0.176
2024-10-08,1.10,35.2,23.5,17.0,1.10,0.170
2024-10-09,2.60,34.6,24.5,16.3,2.60,0.166
2024-10-10,10.10,34.3,24.2,15.9,10.10,0.166
2024-10-11,0.80,35.7,24.3,12.8,0.80,0.160
2024-10-12,10.20,34.7,25.1,12.4,10.20,0.158
2024-10-13,6.20,31.2,24.4,18.6,6.20,0.155
2024-10-14,2.20,33.8,24.3,15.5,2.20,0.154
2024-10-15,2.40,35.0,24.1,12.4,2.40,0.157
2024-10-16,0.00,35.7,24.3,17.3,0.00,0.155
2024-10-17,0.00,35.2,23.7,19.2,0.00,0.151
2024-10-18,0.10,34.0,23.8,16.8,0.10,0.149
2024-10-19,0.00,34.6,24.3,13.0,0.00,0.147
2024-10-20,1.50,36.5,24.1,18.8,1.50,0.145
2024-10-21,0.80,35.0,25.8,14.3,0.80,0.146
2024-10-22,0.60,35.8,25.8,13.4,0.60,0.145
2024-10-23,2.10,35.3,25.4,11.5,2.10,0.145
2024-10-24,12.10,34.8,24.5,12.8,12.10,0.149
2024-10-25,1.70,34.0,23.9,11.9,1.70,0.159
2024-10-26,0.00,35.8,23.4,18.5,0.00,0.157
2024-10-27,2.80,34.3,24.8,12.0,2.80,0.156
2024-10-28,4.00,35.2,24.9,10.7,4.00,0.156
2024-10-29,0.30,35.9,24.4,13.3,0.30,0.153
2024-10-30,6.90,35.2,25.5,18.6,6.90,0.152
2024-10-31,5.40,35.5,24.2,16.4,5.40,0.147
2024-11-01,9.50,34.9,24.8,15.1,9.50,0.146
2024-11-02,22.40,34.1,24.6,14.1,22.40,0.146
2024-11-03,9.60,31.4,23.5,11.7,9.60,0.158
2024-11-04,6.90,30.9,23.6,9.8,6.90,0.164
2024-11-05,25.50,32.2,23.6,14.5,25.50,0.173
2024-11-06,22.50,31.5,23.3,17.6,22.50,0.186
2024-11-07,7.80,32.7,23.6,12.8,7.80,0.180
2024-11-08,0.50,32.8,23.9,9.5,0.50,0.182
2024-11-09,16.00,33.2,24.5,15.6,16.00,0.186
2024-11-10,10.00,32.3,24.5,13.6,10.00,0.193
2024-11-11,11.50,32.5,23.5,18.9,11.50,0.201
2024-11-12,17.50,31.9,23.5,11.6,17.50,0.216
2024-11-13,10.50,31.9,24.1,10.1,10.50,0.265
2024-11-14,2.10,32.4,24.4,11.6,2.10,0.253
2024-11-15,10.40,32.1,24.8,10.1,10.40,0.247
2024-11-16,16.40,32.2,24.6,9.9,16.40,0.251
2024-11-17,20.20,30.5,24.1,11.7,20.20,0.245
2024-11-18,18.20,30.8,23.1,8.9,18.20,0.240
2024-11-19,3.60,32.2,24.7,8.9,3.60,0.232
2024-11-20,19.50,32.3,24.5,10.2,19.50,0.234
2024-11-21,13.00,31.8,24.4,8.8,13.00,0.218
2024-11-22,7.20,32.5,23.9,10.1,7.20,0.214
2024-11-23,12.80,33.2,25.1,16.9,12.80,0.213
2024-11-24,17.80,32.8,25.2,10.6,17.80,0.210
2024-11-25,10.90,33.0,24.5,12.1,10.90,0.201
2024-11-26,1.70,33.5,25.1,8.8,1.70,0.185
2024-11-27,1.70,32.0,24.5,7.8,1.70,0.181
2024-11-28,0.30,32.8,24.5,13.8,0.30,0.182
2024-11-29,1.00,33.8,24.8,14.1,1.00,0.173
2024-11-30,2.00,34.8,25.5,12.9,2.00,0.175
2024-12-01,18.00,36.1,26.5,12.1,18.00,0.169
2024-12-02,9.90,34.0,25.2,19.2,9.90,0.164
2024-12-03,21.10,29.5,24.9,19.9,21.10,0.164
2024-12-04,13.00,27.2,24.6,16.2,13.00,0.167
2024-12-05,7.20,29.5,24.5,16.3,7.20,0.167
2024-12-06,11.80,27.0,24.1,11.3,11.80,0.167
2024-12-07,8.10,29.6,24.0,9.2,8.10,0.163
2024-12-08,16.80,30.3,23.9,9.8,16.80,0.165
2024-12-09,14.60,29.5,24.4,11.2,14.60,0.170
2024-12-10,7.50,30.9,25.4,20.1,7.50,0.176
2024-12-11,6.20,31.4,25.4,16.2,6.20,0.166
2024-12-12,1.60,32.3,24.5,18.3,1.60,0.161
2024-12-13,1.70,31.9,25.0,16.9,1.70,0.154
2024-12-14,3.50,31.6,25.0,14.8,3.50,0.144
2024-12-15,25.90,28.2,24.9,13.2,25.90,0.148
2024-12-16,8.70,29.6,24.4,12.5,8.70,0.156
2024-12-17,3.20,30.0,23.8,14.3,3.20,0.153
2024-12-18,8.50,32.3,25.5,15.9,8.50,0.151
2024-12-19,27.70,30.0,24.8,15.1,27.70,0.161
2024-12-20,10.60,30.8,23.8,13.9,10.60,0.162
2024-12-21,11.70,29.5,23.4,16.9,11.70,0.158
2024-12-22,10.60,29.4,23.9,15.2,10.60,0.158
2024-12-23,29.10,30.2,23.8,13.9,29.10,0.169
2024-12-24,20.30,28.8,24.0,12.3,20.30,0.174
2024-12-25,5.70,29.8,24.2,11.6,5.70,0.176
2024-12-26,1.00,30.4,24.9,16.1,1.00,0.179
2024-12-27,2.00,31.7,24.8,12.4,2.00,0.176
2024-12-28,0.10,32.7,25.0,14.4,0.10,0.172
2024-12-29,5.40,31.3,24.7,11.6,5.40,0.162
2024-12-30,2.00,29.9,25.2,16.8,2.00,0.158
2024-12-31,1.70,31.3,24.6,17.6,1.70,0.153
2025-01-01,14.20,29.4,24.3,17.6,14.20,0.149
2025-01-02,0.30,30.8,24.1,11.2,0.30,0.144
2025-01-03,7.50,32.0,23.4,12.5,7.50,0.140
2025-01-04,1.60,33.4,23.8,14.5,1.60,0.140
2025-01-05,14.70,32.5,24.4,12.8,14.70,0.142
2025-01-06,12.80,32.5,24.4,14.9,12.80,0.142
2025-01-07,14.30,30.9,24.1,14.8,14.30,0.144
2025-01-08,16.80,29.7,23.0,16.3,16.80,0.156
2025-01-09,34.40,27.7,23.7,9.5,34.40,0.196
2025-01-10,9.40,30.6,23.4,14.3,9.40,0.203
2025-01-11,6.60,30.5,23.9,15.9,6.60,0.195
2025-01-12,5.40,30.2,25.2,15.5,5.40,0.196
2025-01-13,3.50,30.4,24.5,15.7,3.50,0.195
2025-01-14,9.40,28.5,24.5,13.2,9.40,0.205
2025-01-15,6.40,31.1,24.1,12.4,6.40,0.207
2025-01-16,4.80,29.8,24.8,12.7,4.80,0.202
2025-01-17,5.80,29.9,24.1,16.0,5.80,0.198
2025-01-18,59.80,28.5,23.5,14.0,59.80,0.221
2025-01-19,12.00,30.0,23.5,15.4,12.00,0.233
2025-01-20,27.90,27.2,23.1,14.2,27.90,0.253
2025-01-21,13.30,28.6,23.1,13.4,13.30,0.262
2025-01-22,4.30,28.7,23.9,12.9,4.30,0.264
2025-01-23,4.10,28.9,23.8,11.3,4.10,0.266
2025-01-24,15.20,31.1,24.4,14.7,15.20,0.273
2025-01-25,12.00,30.4,23.5,9.8,12.00,0.281
2025-01-26,6.80,30.6,24.8,15.0,6.80,0.281
2025-01-27,1.20,30.4,24.2,13.8,1.20,0.277
2025-01-28,37.60,27.7,24.2,14.2,37.60,0.285
2025-01-29,30.10,27.1,22.8,15.9,30.10,0.307
2025-01-30,8.20,28.5,22.9,18.8,8.20,0.311
2025-01-31,1.70,29.1,23.0,17.7,1.70,0.309
2025-02-01,9.30,29.2,23.9,16.8,9.30,0.308
2025-02-02,5.00,29.4,23.3,14.2,5.00,0.312
2025-02-03,2.70,30.4,23.8,15.3,2.70,0.308
2025-02-04,11.80,29.9,23.2,15.9,11.80,0.307
2025-02-05,8.80,29.5,24.6,20.8,8.80,0.304
2025-02-06,10.00,29.1,23.0,18.8,10.00,0.316
2025-02-07,6.50,29.8,23.0,16.0,6.50,0.313
2025-02-08,16.50,29.1,22.9,13.3,16.50,0.320
2025-02-09,22.00,28.8,22.6,13.2,22.00,0.323
2025-02-10,13.50,29.7,22.7,12.4,13.50,0.324
2025-02-11,8.10,30.0,22.7,12.2,8.10,0.322
2025-02-12,3.10,32.4,23.7,10.4,3.10,0.318
2025-02-13,5.30,32.8,23.9,11.3,5.30,0.308
2025-02-14,1.10,32.0,24.0,12.9,1.10,0.303
2025-02-15,10.80,29.4,24.2,14.8,10.80,0.301
2025-02-16,11.70,30.1,24.2,12.9,11.70,0.303
2025-02-17,6.30,30.0,24.1,11.2,6.30,0.304
2025-02-18,5.60,30.7,23.5,11.0,5.60,0.313
2025-02-19,16.70,28.4,22.6,12.9,16.70,0.321
2025-02-20,3.70,30.5,23.5,12.4,3.70,0.323
2025-02-21,3.90,30.5,24.2,14.8,3.90,0.318
2025-02-22,12.30,29.5,23.8,14.3,12.30,0.319
2025-02-23,20.50,28.2,22.9,12.7,20.50,0.326
2025-02-24,9.50,30.1,22.9,9.8,9.50,0.333
2025-02-25,9.20,30.6,23.5,10.0,9.20,0.336
2025-02-26,9.00,29.1,24.0,8.0,9.00,0.335
2025-02-27,5.50,30.6,23.5,11.1,5.50,0.335
2025-02-28,9.60,30.3,23.6,10.8,9.60,0.335
2025-03-01,10.00,31.0,23.6,9.3,10.00,0.330
2025-03-02,8.60,31.8,24.4,8.4,8.60,0.330
2025-03-03,14.40,30.4,24.2,9.6,14.40,0.326
2025-03-04,21.10,28.2,24.0,10.9,21.10,0.332
2025-03-05,6.20,31.1,23.9,8.3,6.20,0.334
2025-03-06,14.10,31.6,24.0,15.3,14.10,0.328
2025-03-07,8.40,32.5,24.0,13.9,8.40,0.322
2025-03-08,18.60,31.8,24.5,12.7,18.60,0.314
2025-03-09,6.40,28.8,23.5,7.6,6.40,0.319
2025-03-10,10.70,30.2,23.4,10.9,10.70,0.332
2025-03-11,3.40,30.8,24.5,10.1,3.40,0.330
2025-03-12,16.00,30.5,23.3,10.5,16.00,0.333
2025-03-13,3.20,31.5,24.8,11.2,3.20,0.326
2025-03-14,6.40,32.3,24.2,12.3,6.40,0.324
2025-03-15,16.90,29.9,25.0,17.5,16.90,0.326
2025-03-16,13.40,30.2,24.4,17.3,13.40,0.334
2025-03-17,26.00,29.8,23.5,16.3,26.00,0.330
2025-03-18,23.50,29.0,23.0,9.4,23.50,0.337
2025-03-19,21.30,31.1,23.4,15.7,21.30,0.336
2025-03-20,3.10,30.4,24.2,15.9,3.10,0.332
2025-03-21,3.20,30.2,24.5,18.1,3.20,0.324
2025-03-22,6.80,30.5,23.7,13.0,6.80,0.318
2025-03-23,5.50,30.9,24.9,16.7,5.50,0.320
2025-03-24,3.70,29.8,25.0,16.5,3.70,0.319
2025-03-25,2.10,30.2,25.0,16.5,2.10,0.316
2025-03-26,10.60,30.2,25.0,11.5,10.60,0.315
2025-03-27,3.80,30.6,24.2,12.0,3.80,0.311
2025-03-28,14.20,29.5,25.6,18.9,14.20,0.311
2025-03-29,1.00,32.0,25.4,18.1,1.00,0.306
2025-03-30,0.60,32.0,24.5,12.6,0.60,0.299
2025-03-31,3.00,32.6,24.4,10.2,3.00,0.293
2025-04-01,5.50,29.4,24.0,13.4,5.50,0.289
2025-04-02,19.90,31.3,24.4,11.3,19.90,0.297
2025-04-03,10.80,30.0,23.8,8.6,10.80,0.303
2025-04-04,22.10,30.2,23.2,8.5,22.10,0.304
2025-04-05,5.60,30.4,23.9,8.6,5.60,0.296
2025-04-06,7.30,31.1,23.8,7.6,7.30,0.295
2025-04-07,2.70,31.5,24.1,6.7,2.70,0.290
2025-04-08,3.40,31.1,23.6,7.3,3.40,0.284
2025-04-09,12.90,31.5,24.4,11.6,12.90,0.289
2025-04-10,10.60,31.6,23.7,14.3,10.60,0.294
2025-04-11,9.00,31.2,24.4,9.1,9.00,0.296
2025-04-12,10.70,29.5,23.5,6.7,10.70,0.301
2025-04-13,27.20,30.4,23.5,12.9,27.20,0.309
2025-04-14,15.60,31.5,24.5,11.3,15.60,0.321
2025-04-15,22.00,30.5,24.0,9.7,22.00,0.319
2025-04-16,2.40,31.4,24.2,9.9,2.40,0.312
2025-04-17,13.70,28.2,23.5,7.9,13.70,0.313
2025-04-18,7.40,30.5,24.6,10.2,7.40,0.308
2025-04-19,6.50,31.3,24.2,7.5,6.50,0.315
2025-04-20,4.50,31.3,23.9,8.9,4.50,0.307
2025-04-21,6.50,30.7,24.1,9.9,6.50,0.302
2025-04-22,0.00,32.2,23.8,9.4,0.00,0.297
2025-04-23,4.50,32.5,24.0,11.9,4.50,0.294
2025-04-24,8.20,32.1,24.1,10.0,8.20,0.292
2025-04-25,7.50,32.0,24.0,7.5,7.50,0.302
2025-04-26,1.10,31.2,24.0,9.8,1.10,0.301
2025-04-27,1.80,32.0,24.1,10.6,1.80,0.297
2025-04-28,1.00,31.8,23.9,13.5,1.00,0.290
2025-04-29,0.30,32.3,23.4,9.2,0.30,0.285
2025-04-30,1.30,32.7,24.0,10.2,1.30,0.281
2025-05-01,0.50,34.4,24.2,10.6,0.50,0.278
2025-05-02,3.30,33.6,24.9,11.7,3.30,0.276
2025-05-03,12.10,34.0,24.8,9.2,12.10,0.276
2025-05-04,19.30,31.0,23.9,9.6,19.30,0.288
2025-05-05,8.30,32.0,24.1,8.2,8.30,0.284
2025-05-06,0.50,32.7,24.2,6.0,0.50,0.281
2025-05-07,4.00,32.9,24.8,7.6,4.00,0.287
2025-05-08,8.40,32.0,24.5,7.9,8.40,0.294
2025-05-09,3.90,32.3,25.1,10.5,3.90,0.297
2025-05-10,14.30,32.9,25.3,10.6,14.30,0.295
2025-05-11,2.00,32.5,23.8,10.0,2.00,0.289
2025-05-12,4.10,32.1,24.0,11.6,4.10,0.278
2025-05-13,13.10,32.0,24.5,9.4,13.10,0.302
2025-05-14,25.40,31.6,24.2,8.5,25.40,0.303
2025-05-15,11.20,32.0,24.3,8.8,11.20,0.303
2025-05-16,37.90,32.3,23.9,9.4,37.90,0.300
2025-05-17,12.80,31.8,24.3,7.2,12.80,0.294
2025-05-18,0.00,32.0,24.8,6.2,0.00,0.296
2025-05-19,0.00,30.9,24.6,5.8,0.00,0.291
2025-05-20,0.50,32.0,24.5,8.4,0.50,0.289
2025-05-21,21.70,31.0,24.9,9.1,21.70,0.292
2025-05-22,17.90,29.6,24.3,10.8,17.90,0.307
2025-05-23,13.60,27.8,23.6,11.4,13.60,0.319
2025-05-24,6.80,30.8,23.9,13.1,6.80,0.324
2025-05-25,12.00,30.2,24.0,7.0,12.00,0.320
2025-05-26,31.90,28.8,23.9,11.9,31.90,0.324
2025-05-27,0.00,31.3,25.3,14.3,0.00,0.311
2025-05-28,0.90,32.7,24.5,7.9,0.90,0.300
2025-05-29,8.20,32.1,24.6,11.8,8.20,0.293
2025-05-30,0.20,32.2,24.0,7.3,0.20,0.287
2025-05-31,8.40,32.5,24.6,9.3,8.40,0.292
2025-06-01,0.00,29.8,24.1,7.4,0.00,0.288
2025-06-02,0.70,32.4,24.2,7.3,0.70,0.286
2025-06-03,2.10,32.2,24.1,6.7,2.10,0.284
2025-06-04,2.00,32.0,24.5,7.3,2.00,0.288
2025-06-05,1.60,33.2,24.4,8.5,1.60,0.289
2025-06-06,22.40,32.0,24.0,9.1,22.40,0.292
2025-06-07,5.80,31.5,24.1,8.2,5.80,0.296
2025-06-08,0.00,32.1,23.7,7.7,0.00,0.301
2025-06-09,0.30,32.0,24.2,7.3,0.30,0.295
2025-06-10,3.50,31.2,23.5,8.0,3.50,0.292
2025-06-11,2.90,31.1,24.0,9.6,2.90,0.294
2025-06-12,2.10,32.3,24.1,11.5,2.10,0.302
2025-06-13,0.00,32.8,24.1,13.6,0.00,0.285
2025-06-14,0.60,32.7,24.8,16.5,0.60,0.277
2025-06-15,3.00,32.3,25.0,11.9,3.00,0.285
2025-06-16,3.80,32.6,25.6,11.6,3.80,0.273
2025-06-17,42.70,32.1,24.0,11.3,42.70,0.271
2025-06-18,39.10,29.9,23.0,9.1,39.10,0.289
2025-06-19,0.20,28.5,23.4,9.8,0.20,0.293
2025-06-20,19.50,30.4,23.6,10.1,19.50,0.289
2025-06-21,21.80,29.4,23.1,10.2,21.80,0.296
2025-06-22,4.40,31.1,23.2,14.3,4.40,0.298
2025-06-23,15.00,30.7,23.9,11.9,15.00,0.297
2025-06-24,2.70,30.5,23.3,8.1,2.70,0.288
2025-06-25,0.20,31.0,23.3,5.5,0.20,0.293
2025-06-26,0.10,31.8,23.5,9.2,0.10,0.287
2025-06-27,0.90,30.8,24.5,8.1,0.90,0.282
2025-06-28,18.40,30.4,24.0,12.1,18.40,0.281
2025-06-29,4.60,27.3,22.6,9.8,4.60,0.279
2025-06-30,15.30,30.5,23.8,16.2,15.30,0.285
2025-07-01,22.00,30.8,23.0,12.9,22.00,0.295
2025-07-02,4.00,31.4,23.6,9.0,4.00,0.295
2025-07-03,7.30,30.5,23.0,9.2,7.30,0.296
2025-07-04,0.10,31.0,23.1,8.4,0.10,0.293
2025-07-05,14.60,29.7,23.6,13.2,14.60,0.285
2025-07-06,2.30,31.0,22.6,9.7,2.30,0.295
2025-07-07,28.90,30.4,23.2,9.4,28.90,0.295
2025-07-08,8.30,31.0,22.8,12.1,8.30,0.299
2025-07-09,9.20,30.3,22.9,10.1,9.20,0.288
2025-07-10,1.60,30.5,23.4,8.8,1.60,0.275
2025-07-11,0.00,31.0,23.9,6.9,0.00,0.264
2025-07-12,0.00,31.6,23.0,9.5,0.00,0.261
2025-07-13,4.30,31.8,23.7,13.9,4.30,0.262
2025-07-14,1.30,30.7,23.1,8.6,1.30,0.262
2025-07-15,4.90,31.5,23.6,7.9,4.90,0.257
2025-07-16,11.10,31.9,24.6,9.2,11.10,0.244
2025-07-17,3.80,31.3,24.0,9.4,3.80,0.239
2025-07-18,1.80,31.2,23.5,10.3,1.80,0.237
2025-07-19,0.00,32.8,23.0,12.7,0.00,0.226
2025-07-20,1.80,33.2,24.5,13.2,1.80,0.219
2025-07-21,0.50,34.4,23.9,12.3,0.50,0.219
2025-07-22,0.00,34.2,23.1,15.1,0.00,0.225
2025-07-23,0.00,34.8,23.9,14.0,0.00,0.230
2025-07-24,0.20,34.8,24.1,13.7,0.20,0.234
2025-07-25,0.80,34.5,25.5,14.6,0.80,0.240
2025-07-26,0.30,34.8,24.6,12.3,0.30,0.243
2025-07-27,5.40,35.0,25.5,13.4,5.40,0.245
2025-07-28,6.30,33.9,24.0,12.2,6.30,0.232
2025-07-29,0.70,32.7,24.2,13.1,0.70,0.239
2025-07-30,2.20,34.4,24.9,9.9,2.20,0.226
2025-07-31,0.10,33.9,25.0,14.8,0.10,0.208
2025-08-01,0.00,35.2,24.3,14.2,0.00,0.205
2025-08-02,0.20,35.0,23.0,13.2,0.20,0.206
2025-08-03,14.20,34.5,24.9,13.9,14.20,0.211
2025-08-04,7.60,31.9,22.8,8.5,7.60,0.219
2025-08-05,4.80,30.9,23.3,9.1,4.80,0.218
2025-08-06,0.20,31.8,23.4,7.2,0.20,0.216
2025-08-07,0.80,32.0,24.0,11.3,0.80,0.204
2025-08-08,4.20,31.8,23.0,8.8,4.20,0.198
2025-08-09,6.40,31.9,24.0,8.0,6.40,0.198
2025-08-10,1.50,33.1,23.4,7.4,1.50,0.198
2025-08-11,9.40,32.2,24.0,13.0,9.40,0.201
2025-08-12,10.40,30.2,23.0,9.9,10.40,0.205
2025-08-13,7.10,30.6,23.0,12.6,7.10,0.190
2025-08-14,28.20,29.9,23.0,10.4,28.20,0.171
2025-08-15,0.10,31.5,22.8,9.0,0.10,0.169
2025-08-16,0.20,31.6,22.5,11.0,0.20,0.156
2025-08-17,0.00,32.2,23.0,15.9,0.00,0.151
2025-08-18,5.50,31.1,24.1,14.8,5.50,0.148
2025-08-19,9.20,28.9,23.0,12.4,9.20,0.162
2025-08-20,5.60,30.4,23.4,7.9,5.60,0.162
2025-08-21,3.60,30.3,23.6,8.9,3.60,0.146
2025-08-22,0.80,31.0,22.7,9.9,0.80,0.140
2025-08-23,1.10,31.7,23.5,9.3,1.10,0.139
2025-08-24,0.20,32.2,23.6,8.3,0.20,0.134
2025-08-25,3.60,31.0,23.6,8.7,3.60,0.133
2025-08-26,0.00,33.2,22.5,14.4,0.00,0.132
2025-08-27,0.20,35.7,22.9,15.8,0.20,0.130
2025-08-28,3.40,34.6,24.9,13.0,3.40,0.129
2025-08-29,0.70,33.5,23.8,11.4,0.70,0.130
2025-08-30,7.50,32.7,24.4,13.4,7.50,0.130
2025-08-31,7.40,33.2,23.3,10.6,7.40,0.130
2025-09-01,0.10,35.3,24.5,15.4,0.10,0.125
2025-09-02,0.00,35.0,25.0,18.4,0.00,0.124
2025-09-03,0.00,36.0,25.0,21.2,0.00,0.124
2025-09-04,0.10,35.8,25.5,16.1,0.10,0.125
2025-09-05,11.30,35.8,25.4,14.7,11.30,0.129
2025-09-06,6.60,33.5,24.0,11.4,6.60,0.130
2025-09-07,0.00,35.5,24.4,18.8,0.00,0.129
2025-09-08,0.20,35.0,24.4,12.5,0.20,0.128
2025-09-09,4.70,31.5,25.3,9.0,4.70,0.127
2025-09-10,6.30,34.2,24.5,10.3,6.30,0.125
2025-09-11,7.30,27.8,23.5,9.8,7.30,0.134
2025-09-12,5.20,31.5,24.0,11.5,5.20,0.146
2025-09-13,0.70,33.0,23.2,9.1,0.70,0.137
2025-09-14,0.30,33.3,23.8,10.9,0.30,0.132
2025-09-15,0.40,33.8,24.5,13.6,0.40,0.137
2025-09-16,22.30,34.1,24.1,14.5,22.30,0.137
2025-09-17,15.10,32.0,23.5,13.1,15.10,0.140
2025-09-18,4.10,28.5,23.1,10.1,4.10,0.146
2025-09-19,6.90,29.5,23.8,11.6,6.90,0.145
2025-09-20,8.30,30.8,24.5,14.8,8.30,0.146
2025-09-21,0.70,32.5,24.5,10.7,0.70,0.150
2025-09-22,9.70,34.1,23.5,14.8,9.70,0.149
2025-09-23,4.20,33.0,22.1,12.1,4.20,0.147
2025-09-24,0.50,33.0,23.0,9.8,0.50,0.143
2025-09-25,5.10,33.5,24.0,12.0,5.10,0.140
2025-09-26,3.20,36.5,23.3,10.8,3.20,0.133
2025-09-27,6.10,35.1,26.1,14.1,6.10,0.132
2025-09-28,1.10,35.1,26.2,18.0,1.10,0.130
2025-09-29,40.40,32.5,23.8,12.3,40.40,0.141
2025-09-30,12.50,33.5,23.9,7.8,12.50,0.148
2025-10-01,11.00,31.1,23.6,16.1,11.00,0.156
2025-10-02,39.40,29.4,24.1,9.7,39.40,0.173
2025-10-03,0.20,33.0,23.5,12.5,0.20,0.181
2025-10-04,0.70,33.9,23.9,11.1,0.70,0.170
2025-10-05,1.80,33.0,24.5,11.5,1.80,0.165
2025-10-06,0.20,32.8,24.2,17.3,0.20,0.166
2025-10-07,4.10,32.6,23.0,12.2,4.10,0.159
2025-10-08,3.50,33.7,23.7,11.9,3.50,0.162
2025-10-09,6.50,33.3,22.2,15.1,6.50,0.167
2025-10-10,1.30,33.2,23.2,12.5,1.30,0.158
2025-10-11,0.00,34.0,24.6,14.7,0.00,0.149
2025-10-12,0.40,35.7,25.9,15.4,0.40,0.147
2025-10-13,2.60,34.8,26.5,18.2,2.60,0.147
2025-10-14,0.00,34.8,25.5,17.5,0.00,0.153
2025-10-15,5.40,34.3,26.1,15.6,5.40,0.145
2025-10-16,0.20,36.0,26.1,17.1,0.20,0.141
2025-10-17,20.50,35.8,25.5,17.5,20.50,0.144
2025-10-18,1.10,33.2,24.7,9.8,1.10,0.150
2025-10-19,0.80,33.7,24.8,9.4,0.80,0.144
2025-10-20,1.70,33.1,25.7,11.2,1.70,0.134
2025-10-21,0.90,34.2,25.5,13.4,0.90,0.129
2025-10-22,5.90,35.7,24.7,10.3,5.90,0.128
2025-10-23,28.40,31.4,24.3,14.7,28.40,0.138
2025-10-24,31.40,30.8,23.9,15.4,31.40,0.148
2025-10-25,0.80,32.3,23.7,13.1,0.80,0.158
2025-10-26,8.50,31.1,24.4,10.3,8.50,0.156
2025-10-27,3.40,31.3,24.0,10.7,3.40,0.164
2025-10-28,10.50,27.9,24.1,7.0,10.50,0.167
2025-10-29,4.00,30.6,23.7,8.5,4.00,0.167
2025-10-30,7.20,32.8,24.5,8.6,7.20,0.164
2025-10-31,1.70,33.1,23.9,10.6,1.70,0.161
2025-11-01,7.70,33.7,24.5,12.4,7.70,0.162
2025-11-02,16.10,31.5,24.0,8.9,16.10,0.170
2025-11-03,4.70,32.4,24.5,9.5,4.70,0.171
2025-11-04,0.60,32.2,24.2,12.3,0.60,0.173
2025-11-05,0.30,30.0,24.7,13.4,0.30,0.162
2025-11-06,4.40,30.9,24.9,17.2,4.40,0.157
2025-11-07,1.60,32.9,24.7,16.2,1.60,0.153
2025-11-08,3.60,28.2,24.7,15.7,3.60,0.147
2025-11-09,0.20,33.8,24.9,16.8,0.20,0.145
2025-11-10,19.60,34.0,24.1,16.5,19.60,0.143
2025-11-11,13.30,31.4,25.0,13.8,13.30,0.142
2025-11-12,8.30,29.3,23.8,16.9,8.30,0.151
2025-11-13,1.90,27.9,25.0,16.3,1.90,0.153
2025-11-14,12.30,29.6,23.9,14.9,12.30,0.150
2025-11-15,12.10,31.4,23.8,15.8,12.10,0.150
2025-11-16,12.70,31.9,23.9,14.9,12.70,0.144
2025-11-17,1.40,32.0,25.2,16.7,1.40,0.142
2025-11-18,14.60,29.6,24.5,15.3,14.60,0.149
2025-11-19,1.40,30.5,23.5,11.7,1.40,0.158
2025-11-20,15.90,29.2,24.2,16.2,15.90,0.176
2025-11-21,0.50,31.7,23.8,13.7,0.50,0.182
2025-11-22,1.50,32.0,24.2,12.5,1.50,0.176
2025-11-23,3.90,29.6,24.8,11.9,3.90,0.172
2025-11-24,0.00,33.5,24.7,13.3,0.00,0.163
2025-11-25,0.00,33.5,23.3,13.0,0.00,0.153
2025-11-26,1.00,33.5,24.3,12.4,1.00,0.147
2025-11-27,0.30,34.5,25.2,13.0,0.30,0.142
2025-11-28,1.00,35.9,25.0,9.9,1.00,0.140
2025-11-29,1.70,35.8,26.0,12.1,1.70,0.140
2025-11-30,8.30,33.5,24.8,10.4,8.30,0.141
2025-12-01,4.70,33.2,24.4,11.3,4.70,0.141
2025-12-02,17.80,32.6,24.3,10.1,17.80,0.145
2025-12-03,25.10,32.0,24.8,14.2,25.10,0.153
2025-12-04,14.70,28.2,23.8,9.4,14.70,0.161
2025-12-05,1.50,32.0,23.4,10.4,1.50,0.180
2025-12-06,1.70,29.8,23.8,11.5,1.70,0.176
2025-12-07,2.50,31.4,23.9,10.4,2.50,0.175
2025-12-08,1.60,31.7,24.5,14.8,1.60,0.172
2025-12-09,0.60,30.1,24.1,8.3,0.60,0.176
2025-12-10,1.70,30.7,24.4,10.7,1.70,0.169
2025-12-11,1.80,31.1,24.4,13.8,1.80,0.163
2025-12-12,7.60,33.7,24.5,10.6,7.60,0.153
2025-12-13,1.00,32.7,24.8,14.6,1.00,0.151
2025-12-14,3.50,31.7,24.8,18.0,3.50,0.147
